order_detail_id,order_id,product_id,quantity,price_per_unit
241,6581,743,2,60.36
242,2265,772,2,264.73
243,8117,288,6,221.36
244,1963,778,9,152.17
245,3226,974,9,204.53
246,6645,539,6,318.93
247,6268,224,3,310.80
248,3638,604,6,41.83
249,7691,564,5,311.26
250,49,708,8,227.54
251,2628,94,8,215.09
252,9566,450,4,108.28
253,7068,383,3,52.01
254,9624,530,9,166.22
255,9227,939,7,20.61
256,2849,542,4,225.01
257,1472,964,4,225.89
258,9742,717,2,180.57
259,3393,436,6,35.43
260,9830,43,2,54.53
261,9923,140,2,290.23
262,8908,767,2,139.32
263,1999,773,1,298.43
264,6093,806,8,277.34
265,2167,548,6,76.20
266,3003,758,8,224.43
267,3242,455,6,284.96
268,7478,758,10,62.27
269,6159,648,6,128.95
270,1010,395,3,207.15
271,7013,303,1,48.02
272,9282,498,10,86.15
273,1278,503,5,191.22
274,9968,141,6,182.59
275,7288,106,2,265.60
276,3771,781,1,258.83
277,1277,36,5,100.30
278,3607,837,7,28.83
279,7411,522,4,139.66
280,3909,371,8,150.91
281,3216,266,5,323.46
282,8654,272,6,263.10
283,801,73,4,119.99
284,7441,633,1,127.34
285,6359,53,3,175.89
286,9396,168,10,250.32
287,2254,271,5,206.32
288,8805,359,8,43.36
289,692,952,5,121.24
290,6662,128,4,41.02
291,6823,356,4,146.77
292,5581,717,4,59.37
293,5024,786,6,300.58
294,7327,930,1,155.60
295,1012,366,6,150.20
296,8655,687,1,103.54
297,2172,135,3,51.54
298,7922,410,8,21.28
299,3079,930,3,238.58
300,225,312,9,245.15
301,9064,439,10,66.05
302,2105,854,3,192.16
303,130,3,4,133.77
304,5242,601,6,145.67
305,4615,384,4,152.04
306,3434,221,3,211.50
307,7563,668,8,98.46
308,4443,791,3,178.27
309,606,860,7,145.72
310,5534,875,3,195.59
311,8704,916,4,38.36
312,1164,823,6,89.21
313,4431,251,6,216.68
314,5361,406,2,292.21
315,1097,413,2,234.35
316,3493,793,6,85.35
317,9545,663,3,248.00
318,1224,499,5,194.73
319,4080,277,1,28.61
320,8419,622,2,221.27
321,3099,449,7,104.19
322,2342,198,7,73.84
323,7490,577,2,127.42
324,1031,178,3,21.18
325,8589,254,8,141.58
326,8813,93,10,192.78
327,2115,748,8,256.81
328,6701,472,4,107.32
329,9935,952,3,169.39
330,4324,363,2,240.35
331,9603,547,6,127.78
332,6529,241,5,233.43
333,5277,534,2,148.23
334,4940,828,2,235.12
335,1811,957,8,34.70
336,2720,378,4,82.38
337,5671,307,2,179.06
338,754,259,9,102.89
339,4087,469,8,196.20
340,1601,153,2,175.83
341,7747,807,4,120.09
342,355,541,4,108.56
343,7386,503,4,77.38
344,2451,431,5,79.85
345,880,215,9,316.77
346,2755,188,6,227.58
347,2019,788,7,79.52
348,5395,3,3,101.75
349,5801,909,10,178.19
350,1628,725,4,310.26
351,3018,326,1,282.45
352,8419,243,8,57.70
353,6895,351,5,16.75
354,983,799,10,107.26
355,8217,209,8,264.18
356,9324,954,4,323.08
357,3396,768,9,263.25
358,5596,728,3,26.61
359,2882,55,3,253.54
360,991,313,6,56.12
361,2199,217,2,197.50
362,4520,776,5,51.97
363,8149,585,1,103.66
364,1502,790,8,100.45
365,9364,181,9,136.85
366,1187,483,6,314.04
367,7088,566,1,274.42
368,1309,574,10,214.14
369,3463,374,10,47.74
370,7774,56,9,89.48
371,131,774,10,0.81
372,9447,882,2,97.05
373,7253,731,1,161.07
374,1838,123,10,29.91
375,6905,531,10,112.17
376,3314,27,7,89.95
377,9274,734,5,161.09
378,4572,788,10,135.54
379,199,244,5,108.70
380,5698,615,4,203.82
381,3393,751,6,234.70
382,4664,980,3,242.10
383,3587,9,6,237.03
384,1262,799,8,234.00
385,9142,666,4,223.16
386,6240,891,8,123.12
387,4420,973,6,137.30
388,4020,86,10,272.99
389,5772,353,4,163.24
390,2980,707,5,77.97
391,5404,414,3,216.00
392,4621,723,4,116.74
393,5646,865,5,98.20
394,1975,827,3,90.76
395,9414,325,1,266.16
396,2368,881,3,155.11
397,2214,820,10,151.67
398,53,156,8,68.99
399,9968,846,3,178.44
400,9095,60,3,275.09
401,6944,803,3,55.74
402,3191,965,8,229.92
403,8792,454,6,213.81
404,5364,275,2,22.95
405,7228,290,8,109.39
406,1287,77,10,211.55
407,9686,936,8,110.79
408,561,268,9,158.30
409,727,33,1,136.92
410,9539,156,9,236.00
411,4862,366,7,68.53
412,9066,419,7,326.68
413,296,181,4,61.13
414,4691,265,3,280.58
415,2051,607,5,257.23
416,667,225,7,192.51
417,2377,51,3,299.17
418,1227,450,9,256.87
419,5180,892,10,258.85
420,3560,358,1,69.71
421,2828,991,6,25.34
422,9343,70,8,102.15
423,2438,106,2,4.73
424,3647,501,10,199.97
425,8586,176,9,28.37
426,2377,707,8,161.95
427,1149,887,8,8.62
428,6768,410,8,286.43
429,9963,692,8,15.48
430,3819,583,2,112.85
431,1739,341,10,167.96
432,5432,300,4,71.09
433,3928,921,1,39.95
434,8996,816,8,81.08
435,1293,919,10,174.81
436,8848,67,2,270.10
437,6561,98,4,164.16
438,4149,795,4,239.81
439,9897,109,10,153.98
440,9497,170,6,67.72
441,1821,214,10,170.73
442,7537,493,2,247.13
443,3360,577,10,309.81
444,7811,186,10,313.29
445,6341,456,4,314.83
446,4678,52,6,50.41
447,9187,856,5,165.21
448,8849,514,3,102.57
449,769,808,3,15.11
450,206,4,1,142.19
451,1096,759,8,106.66
452,5726,993,5,147.55
453,7998,468,6,64.01
454,7827,257,10,171.86
455,6794,635,6,248.31
456,2622,647,9,288.31
457,4805,78,3,11.77
458,8101,160,7,224.32
459,4771,230,3,311.62
460,1684,552,1,291.30
461,7835,531,9,237.17
462,605,901,6,65.23
463,4361,978,4,121.46
464,8167,119,4,135.00
465,7704,241,5,31.80
466,5567,66,3,8.81
467,1450,951,2,155.23
468,4275,739,8,79.87
469,4922,573,7,227.55
470,7873,533,10,18.44
471,5144,667,10,107.41
472,2225,875,2,0.36
473,2470,31,4,55.89
474,3438,856,1,40.68
475,100,838,10,149.11
476,9125,425,6,242.13
477,6610,23,8,45.48
478,7896,445,6,149.12
479,3675,179,7,223.45
480,9290,785,6,205.24
481,5652,355,1,318.90
482,5201,328,9,221.71
483,3665,510,4,90.44
484,1488,959,1,193.33
485,9960,63,5,196.78
486,8488,180,7,21.91
487,9184,192,1,49.53
488,129,914,8,108.23
489,4181,843,4,266.71
490,8212,249,10,62.59
491,5983,619,1,138.44
492,1750,387,10,202.13
493,6302,107,3,45.62
494,1602,180,7,31.55
495,1540,141,3,198.45
496,6412,933,5,256.74
497,424,617,8,98.00
498,2734,419,8,45.56
499,5672,566,10,216.03
500,902,746,8,80.54
501,5536,627,1,73.14
502,2978,251,5,264.71
503,318,146,7,117.79
504,3809,586,4,50.76
505,8056,579,6,276.38
506,6033,11,8,138.08
507,386,949,9,3.20
508,7849,859,2,267.90
509,9733,666,5,140.28
510,7923,716,4,21.64
511,4241,921,1,320.10
512,9502,519,8,326.24
513,8299,755,8,227.64
514,9389,56,7,277.01
515,2510,385,3,81.66
516,1157,201,4,297.74
517,948,553,6,212.59
518,616,79,10,200.59
519,7599,890,7,102.94
520,6016,486,5,281.63
521,2068,928,9,63.74
522,1230,520,6,111.15
523,1385,158,2,207.92
524,9245,276,6,127.52
525,2156,915,5,179.52
526,2771,429,1,257.20
527,8721,440,5,220.43
528,544,981,7,174.93
529,4177,787,9,49.19
530,9785,827,5,254.45
531,8494,694,3,244.00
532,5632,520,5,29.96
533,2410,898,5,37.64
534,1362,77,7,251.96
535,976,1,2,321.50
536,6113,396,4,102.89
537,8365,602,10,245.45
538,803,815,9,276.73
539,2114,318,7,283.10
540,933,181,2,170.89
541,7896,897,4,251.83
542,4173,537,3,131.16
543,288,418,6,173.68
544,2723,19,10,80.77
545,1614,185,10,309.14
546,2634,67,3,288.72
547,8775,391,7,273.76
548,5462,638,9,177.08
549,3976,744,7,304.22
550,4873,666,8,308.37
551,3471,833,5,278.10
552,8627,834,2,236.80
553,2680,900,3,224.12
554,2362,604,9,20.37
555,170,718,8,250.14
556,1330,786,6,129.38
557,7437,948,3,143.02
558,6984,752,6,66.98
559,7562,401,1,303.86
560,9433,167,4,209.87
561,8217,902,3,72.85
562,2698,866,8,51.46
563,1509,29,7,257.02
564,7480,470,7,103.77
565,338,828,4,183.81
566,2455,538,7,249.36
567,7192,682,9,7.54
568,1193,460,3,117.25
569,347,261,2,231.11
570,9916,676,3,24.82
571,238,120,2,42.73
572,211,601,3,299.44
573,1297,956,5,68.30
574,9134,516,3,280.07
575,5725,158,8,275.57
576,3459,717,9,143.53
577,1205,235,4,19.89
578,7024,24,1,68.19
579,37,449,4,158.41
580,7241,399,6,115.66
581,1150,406,7,44.62
582,2228,284,5,267.96
583,2745,44,5,234.39
584,7571,326,8,133.92
585,5706,439,3,130.08
586,3505,148,1,254.42
587,4121,316,4,276.45
588,4507,230,2,182.27
589,3273,996,10,131.16
590,6344,957,9,72.84
591,1463,9,3,8.55
592,3217,220,8,84.24
593,8969,458,3,209.43
594,6903,824,10,302.94
595,4436,340,6,207.88
596,3112,980,4,43.87
597,7663,583,2,245.35
598,3225,564,7,156.05
599,5246,554,7,183.86
600,6209,591,2,121.16
601,8123,290,5,35.74
602,7763,482,3,82.31
603,603,604,5,246.07
604,5162,999,4,249.51
605,3689,652,7,286.79
606,5600,661,2,255.71
607,675,620,4,241.90
608,7477,870,7,273.07
609,8776,843,6,316.83
610,1334,912,8,230.93
611,927,942,4,154.30
612,1448,123,3,300.84
613,4284,873,5,15.70
614,6720,751,9,314.71
615,2036,236,4,66.66
616,8182,691,10,199.99
617,9698,641,6,8.97
618,8779,121,9,115.51
619,7615,504,5,242.19
620,8466,591,5,163.77
621,8807,349,5,37.20
622,4333,555,5,56.99
623,4494,935,3,263.16
624,3295,923,3,193.27
625,4489,599,4,311.76
626,4520,77,2,8.29
627,5124,2,2,271.30
628,6840,640,1,100.84
629,745,597,1,287.11
630,4786,250,9,161.35
631,393,676,6,305.38
632,2978,127,1,168.22
633,213,611,8,266.19
634,5425,976,1,274.30
635,4419,626,1,122.07
636,147,533,9,134.86
637,9608,983,2,278.95
638,2201,916,6,117.43
639,4231,437,6,83.70
640,9041,630,7,254.17
641,4271,360,2,12.25
642,1029,964,4,189.87
643,4206,168,5,255.83
644,8985,658,10,126.98
645,4283,212,10,129.27
646,2694,209,6,300.59
647,8009,577,7,264.65
648,2598,176,5,32.93
649,376,714,8,237.25
650,6223,972,7,324.74
651,3155,369,7,6.06
652,2238,134,2,141.54
653,3969,253,8,67.35
654,4732,388,5,73.65
655,3546,541,1,152.00
656,9563,492,6,29.90
657,5536,117,2,108.62
658,1591,17,7,295.64
659,8476,392,7,252.24
660,2318,557,3,114.50
661,6727,333,10,67.88
662,248,395,6,107.59
663,2401,94,6,258.26
664,5651,836,7,215.29
665,9537,487,1,244.79
666,670,152,5,83.44
667,5485,345,4,318.48
668,4404,38,9,136.35
669,7143,751,10,261.83
670,5105,625,4,73.62
671,7235,696,7,83.91
672,6447,204,10,102.59
673,6498,250,5,238.40
674,8261,730,1,326.22
675,2458,189,9,237.80
676,4566,61,9,38.66
677,2835,980,5,159.50
678,3102,276,7,226.64
679,7999,923,9,279.32
680,1450,998,5,116.96
681,3397,283,2,234.51
682,3335,235,5,277.72
683,5838,609,1,190.22
684,5271,98,1,250.38
685,9470,294,5,290.17
686,1632,535,2,326.11
687,3409,91,1,206.84
688,2432,204,2,277.54
689,4917,594,6,4.74
690,8588,267,6,97.34
691,6030,843,2,263.29
692,808,198,3,103.22
693,2984,503,9,98.20
694,665,156,9,134.45
695,2473,361,10,75.62
696,4772,990,7,62.05
697,1598,408,4,292.09
698,2785,727,8,146.99
699,6458,329,5,244.50
700,4392,284,6,188.95
701,7020,908,8,34.57
702,2531,902,5,116.85
703,8943,276,9,34.87
704,8928,74,1,10.02
705,4625,682,7,285.09
706,7547,637,1,29.20
707,2909,606,9,77.28
708,5899,128,2,16.48
709,8002,831,2,251.97
710,9734,573,7,286.33
711,1353,895,8,219.89
712,2892,867,3,324.61
713,1547,965,6,221.95
714,9463,107,1,193.06
715,4757,505,3,282.98
716,1931,529,1,54.31
717,16,259,9,129.40
718,2939,645,7,258.61
719,4043,941,4,162.42
720,2607,310,4,140.02
721,1318,200,7,60.19
722,1518,312,5,132.90
723,6971,204,2,152.83
724,7147,827,10,327.25
725,4,221,5,201.96
726,8426,673,10,215.92
727,8004,455,7,230.63
728,7658,931,1,277.27
729,505,430,8,210.10
730,1971,354,6,68.93
731,6036,54,7,150.53
732,2379,565,4,120.71
733,7580,767,8,88.56
734,2548,384,2,27.65
735,7407,937,4,79.05
736,730,800,1,224.69
737,709,495,3,261.13
738,2535,358,5,129.32
739,306,521,10,13.93
740,6949,122,10,101.64
741,3903,63,3,310.79
742,233,131,6,132.27
743,3332,413,1,6.67
744,8955,158,8,156.51
745,2121,688,1,288.75
746,760,452,3,310.52
747,1120,821,9,92.72
748,290,952,2,302.56
749,9457,782,4,138.66
750,1250,569,2,248.38
751,404,775,10,307.94
752,4544,946,4,125.15
753,4448,415,6,154.35
754,5550,664,1,232.79
755,1577,291,2,23.57
756,1606,563,3,194.51
757,4115,170,8,310.65
758,3911,308,3,174.67
759,1265,191,5,255.20
760,4732,317,1,31.80
761,3342,663,1,74.76
762,5821,947,3,1.61
763,6689,51,10,313.52
764,3295,331,3,193.63
765,2256,84,9,142.14
766,5291,769,8,57.52
767,5011,563,2,316.90
768,9132,596,2,47.50
769,375,314,8,167.91
770,599,415,4,208.99
771,2890,503,7,277.89
772,7962,138,9,13.74
773,2497,562,8,163.52
774,2891,580,2,125.94
775,83,434,7,75.05
776,3178,904,8,174.17
777,1272,266,6,285.13
778,7783,343,1,91.56
779,9376,869,1,197.07
780,8111,679,5,91.04
781,5691,901,1,129.78
782,7747,233,3,221.89
783,5140,562,5,33.89
784,4523,535,1,256.06
785,4923,239,5,130.18
786,518,813,6,71.31
787,2814,344,6,155.58
788,9424,678,9,182.51
789,300,876,9,265.93
790,6824,900,3,108.72
791,2053,563,4,110.69
792,434,706,7,114.19
793,8967,100,10,320.39
794,5001,57,7,159.50
795,9863,760,2,150.86
796,7181,550,10,53.22
797,5601,552,7,177.78
798,6239,985,6,230.21
799,9665,594,3,51.84
800,11,653,2,131.32
801,6141,474,7,130.00
802,4193,777,3,121.74
803,1549,454,8,161.09
804,3667,873,1,286.62
805,4402,615,7,15.38
806,8229,661,8,298.77
807,1984,647,8,135.52
808,3841,122,10,321.33
809,605,948,4,107.79
810,202,660,7,93.69
811,6974,977,3,172.12
812,233,559,2,268.49
813,8052,993,3,284.91
814,7877,156,10,300.19
815,7587,822,8,195.06
816,8025,271,3,176.97
817,4399,184,1,66.16
818,1500,742,9,8.87
819,3954,932,2,163.35
820,7585,292,3,226.06
821,2039,158,5,308.86
822,8502,328,1,310.60
823,6859,650,8,239.75
824,7956,35,1,278.79
825,43,709,10,306.10
826,957,663,2,132.45
827,1775,557,3,52.68
828,4749,717,9,113.03
829,8966,461,4,249.63
830,8042,841,7,108.70
831,4898,629,6,51.66
832,7377,236,1,94.79
833,9873,127,4,179.80
834,6558,979,8,79.49
835,4709,447,1,255.93
836,535,479,2,256.04
837,8730,406,7,143.23
838,5631,231,1,221.42
839,1633,218,1,52.15
840,2889,132,8,162.89
841,2145,421,10,216.66
842,5706,851,2,249.80
843,7202,569,10,239.07
844,4312,592,3,157.87
845,4374,26,9,202.55
846,7025,434,4,143.51
847,2072,628,1,161.45
848,2049,255,2,136.30
849,7717,972,1,276.28
850,7130,466,5,108.90
851,1342,325,8,306.47
852,6514,52,1,44.90
853,1308,29,9,96.78
854,4679,426,2,284.42
855,1625,547,6,255.57
856,6923,775,10,228.69
857,2418,432,3,281.91
858,5923,842,1,196.38
859,5552,986,10,71.25
860,1222,409,3,243.83
861,6663,227,1,155.87
862,6050,255,8,105.85
863,1998,446,6,254.65
864,2294,217,3,160.71
865,1083,866,2,257.56
866,8950,749,10,324.87
867,3864,954,10,161.51
868,8479,795,10,25.77
869,3087,712,7,240.28
870,2721,795,10,314.42
871,5550,172,4,170.31
872,2089,325,4,195.56
873,2797,885,4,324.14
874,1070,788,7,195.80
875,9187,772,2,281.19
876,5908,305,9,177.80
877,3752,326,9,208.21
878,4976,347,9,262.02
879,8541,66,3,112.03
880,1724,826,8,3.56
881,1828,64,4,327.04
882,9590,732,6,137.89
883,1626,500,10,178.94
884,1146,527,8,126.81
885,6883,795,3,14.10
886,3796,370,10,56.48
887,6216,136,7,252.64
888,1247,472,2,271.18
889,1284,192,3,77.97
890,2913,867,7,2.56
891,3555,990,2,248.54
892,6336,498,10,101.39
893,9804,321,7,94.01
894,7248,565,4,173.74
895,3405,676,5,97.39
896,3953,467,8,173.01
897,9697,491,4,211.34
898,1712,847,5,148.21
899,3583,383,5,122.10
900,1922,118,8,139.87
901,1882,364,5,71.42
902,3219,736,2,209.88
903,2480,781,3,5.91
904,3034,631,7,209.50
905,1576,981,2,50.47
906,3856,912,5,253.70
907,2362,116,6,171.52
908,2327,843,4,204.22
909,3779,583,4,43.72
910,5912,983,6,49.72
911,4695,777,6,51.67
912,3073,694,1,252.43
913,1331,134,6,20.42
914,9081,313,10,220.72
915,4526,761,4,19.89
916,5394,436,2,89.14
917,501,120,5,189.23
918,5925,750,4,175.35
919,2720,616,5,151.35
920,1271,971,2,6.99
921,5018,114,9,87.63
922,1265,43,4,216.04
923,2288,915,5,288.65
924,4964,471,9,109.48
925,7998,879,7,5.56
926,5788,450,9,131.34
927,6550,734,7,153.08
928,6906,467,4,252.08
929,4988,312,9,124.75
930,438,298,3,181.27
931,4273,6,7,43.99
932,1496,896,6,272.04
933,9716,627,4,128.55
934,3549,550,6,62.10
935,7855,101,1,211.51
936,8211,583,1,271.35
937,2378,92,6,234.45
938,6871,158,1,120.86
939,6462,528,6,100.55
940,2614,342,8,225.67
941,541,77,7,177.97
942,6722,383,10,78.21
943,4929,185,10,138.86
944,9176,876,10,322.35
945,2941,598,9,49.32
946,6588,483,8,185.31
947,8369,651,7,58.20
948,3841,28,8,317.25
949,7929,27,2,166.87
950,1074,272,6,73.42
951,2680,898,5,25.71
952,6091,499,3,296.35
953,8570,72,2,284.43
954,5561,169,3,221.86
955,7486,808,7,213.10
956,4793,345,2,149.13
957,9347,94,7,231.41
958,2991,238,2,319.85
959,17,53,3,165.47
960,5530,537,8,139.44
961,1109,851,1,316.91
962,4271,388,9,103.48
963,3879,335,9,150.96
964,6810,337,8,208.59
965,756,52,7,319.92
966,71,917,9,219.97
967,8259,508,8,282.56
968,2701,560,8,68.87
969,2283,579,10,312.00
970,2011,958,7,180.72
971,7065,639,4,248.51
972,2027,626,1,15.69
973,9696,679,6,168.49
974,390,698,6,130.60
975,7553,729,6,30.31
976,5706,692,9,256.93
977,3783,79,10,31.40
978,2181,776,8,217.97
979,9020,348,2,184.82
980,3888,167,2,326.10
981,3431,668,3,218.79
982,3651,983,9,33.03
983,3257,287,4,103.31
984,8468,46,7,309.90
985,7310,450,4,222.03
986,6706,309,4,259.51
987,1799,348,4,201.54
988,6952,984,10,54.72
989,453,517,1,41.79
990,7343,906,3,132.69
991,4616,850,9,200.31
992,9560,533,7,21.47
993,2627,836,2,200.12
994,5907,671,8,121.08
995,6185,745,10,169.55
996,9215,32,10,16.87
997,4898,320,2,138.47
998,2473,325,5,84.59
999,8036,394,8,36.47
1000,1407,704,10,62.37
1001,2180,545,10,122.94
1002,6419,240,2,32.77
1003,5585,947,5,298.43
1004,7565,438,1,284.18
1005,4323,853,8,140.52
1006,908,960,3,25.29
1007,7568,939,8,32.41
1008,6463,69,5,216.94
1009,3098,713,8,315.94
1010,1181,226,5,48.77
1011,2647,427,9,121.17
1012,8070,709,5,239.36
1013,8071,716,3,201.45
1014,2464,651,7,44.06
1015,7675,800,5,278.38
1016,6521,677,4,318.50
1017,8717,767,8,185.71
1018,3620,559,9,94.08
1019,5408,617,5,245.93
1020,6008,548,2,251.17
1021,4715,61,8,239.52
1022,1733,308,8,291.10
1023,5073,427,9,299.46
1024,4092,918,1,183.57
1025,3454,274,5,227.78
1026,6057,890,6,293.52
1027,815,782,8,293.95
1028,9040,566,8,27.07
1029,534,470,8,282.08
1030,4219,215,7,57.19
1031,2681,702,4,249.85
1032,7361,768,7,155.80
1033,6139,767,4,220.51
1034,793,732,2,112.82
1035,975,650,5,73.30
1036,5205,515,2,37.80
1037,9838,960,4,113.56
1038,5597,81,2,253.09
1039,4965,358,3,99.99
1040,606,704,10,134.50
1041,2239,77,5,327.20
1042,6924,896,1,244.07
1043,9561,168,8,56.34
1044,8971,197,6,115.85
1045,3105,42,7,193.21
1046,9024,620,4,113.52
1047,9237,539,10,93.59
1048,5427,64,5,36.68
1049,687,127,9,191.09
1050,1543,975,8,26.51
1051,6036,397,1,177.78
1052,6578,812,5,142.79
1053,1261,229,3,238.20
1054,8985,414,8,249.93
1055,8341,337,4,180.53
1056,2351,157,9,54.37
1057,7918,846,5,283.22
1058,6219,893,9,233.13
1059,2160,389,7,230.22
1060,52,211,2,204.12
1061,5625,598,6,59.37
1062,9333,138,5,255.68
1063,7146,162,4,64.27
1064,6188,39,8,51.70
1065,3114,68,2,260.21
1066,2148,122,2,81.81
1067,2490,582,8,218.70
1068,4363,744,2,211.74
1069,1849,184,8,28.53
1070,4478,853,8,38.49
1071,3657,546,1,191.28
1072,4351,669,5,67.99
1073,2973,722,10,230.13
1074,4602,579,10,267.68
1075,6539,714,6,18.94
1076,2616,864,5,304.53
