order_id,customer_id,order_date,total_amount
174,2019,2020-05-25,1.24
175,809,2020-08-01,11.91
176,989,2020-05-08,71.07
177,3249,2021-06-14,232.77
178,764,2020-09-13,310.03
179,764,2020-02-10,297.87
180,3660,2020-07-15,141.74
181,2160,2022-07-09,168.99
182,1229,2021-05-20,242.52
183,2694,2022-08-31,159.52
184,739,2020-12-24,321.04
185,3236,2021-07-19,105.44
186,3556,2020-07-13,189.41
187,3297,2020-03-23,40.60
188,2529,2020-06-18,101.48
189,4962,2020-07-09,121.69
190,1095,2020-02-07,277.83
191,3054,2021-08-10,193.34
192,3717,2021-07-16,263.09
193,2036,2021-02-22,143.97
194,4237,2020-05-13,41.11
195,3064,2021-07-28,95.53
196,4850,2020-09-01,229.90
197,2400,2020-01-17,19.95
198,516,2021-12-27,274.73
199,2339,2021-11-26,66.73
200,652,2021-01-28,3.72
201,695,2021-03-08,271.79
202,3846,2021-02-05,191.48
203,4928,2022-09-01,39.53
204,3845,2021-02-02,33.77
205,2382,2020-02-21,40.30
206,4379,2021-01-23,23.67
207,1829,2020-03-10,268.16
208,2622,2020-12-23,241.03
209,1254,2022-08-13,197.02
210,965,2020-04-26,50.94
211,470,2020-11-12,72.95
212,1783,2022-01-06,234.83
213,4316,2021-04-02,104.36
214,381,2021-08-01,303.25
215,1614,2022-04-04,58.03
216,1205,2021-03-19,301.90
217,1936,2020-11-03,260.54
218,4145,2022-09-09,109.61
219,3164,2022-06-14,296.42
220,3190,2020-10-30,290.50
221,1710,2021-04-27,292.29
222,1002,2021-02-10,103.85
223,1270,2020-01-13,247.59
224,1989,2020-08-01,229.60
225,1534,2021-05-16,272.48
226,4935,2022-09-07,287.27
227,2758,2020-03-16,110.54
228,1965,2020-12-19,133.32
229,588,2022-05-06,68.35
230,3203,2021-10-13,36.30
231,1343,2021-05-15,202.47
232,2072,2020-06-19,209.17
233,4087,2020-01-18,109.96
234,3279,2020-04-29,208.66
235,4493,2020-08-27,32.18
236,957,2021-01-06,231.18
237,2202,2020-12-02,250.83
238,3279,2022-07-09,128.99
239,207,2021-03-19,211.90
240,4844,2020-07-06,279.34
241,2932,2020-01-29,110.07
242,118,2020-11-21,93.04
243,2526,2022-08-01,29.22
244,257,2022-04-09,295.75
245,3255,2020-08-10,189.69
246,1761,2022-03-11,205.47
247,4683,2022-06-20,48.80
248,3129,2021-01-17,3.61
249,2723,2022-01-20,274.97
250,1203,2020-10-27,132.78
251,4258,2020-10-07,112.59
252,1351,2021-04-17,84.51
253,4888,2020-03-18,150.56
254,606,2020-07-19,61.79
255,841,2021-05-07,114.71
256,2477,2022-01-02,234.78
257,829,2021-09-10,95.97
258,1060,2020-09-01,299.91
259,2798,2020-07-04,209.32
260,2852,2021-06-20,302.83
261,3548,2020-04-03,30.72
262,3217,2020-07-09,71.69
263,3659,2022-09-24,227.44
264,578,2021-04-13,64.47
265,3394,2020-09-08,279.98
266,1289,2021-12-17,156.95
267,3099,2021-10-02,203.87
268,1903,2021-10-02,233.87
269,1247,2020-07-04,209.31
270,2904,2022-03-20,157.87
271,4105,2022-02-27,215.35
272,3965,2020-11-17,3.00
273,1842,2021-12-01,56.79
274,3566,2020-09-07,219.97
275,1229,2021-12-13,56.90
276,1802,2022-08-25,197.13
277,2170,2021-01-30,181.42
278,1943,2022-02-16,315.24
279,1669,2021-01-30,261.42
280,399,2022-03-02,157.70
281,4140,2021-03-30,134.33
282,915,2020-10-06,190.26
283,2853,2021-08-31,233.55
284,1294,2020-11-08,220.59
285,1343,2020-11-03,122.86
286,682,2022-07-16,296.74
287,4415,2022-05-04,246.01
288,3454,2022-02-15,195.23
289,2489,2021-06-16,65.11
290,821,2021-08-30,253.54
291,1009,2020-01-21,119.99
292,1766,2020-07-16,141.76
293,3055,2021-08-25,115.81
294,4573,2020-11-05,72.88
295,1624,2022-01-13,27.22
296,1171,2022-02-18,77.57
297,2551,2021-05-11,154.75
298,4381,2021-04-12,44.46
299,2464,2022-02-10,167.50
300,1113,2021-07-30,323.23
301,3030,2020-10-14,152.66
302,86,2020-10-09,250.29
303,1193,2020-07-14,171.74
304,2451,2020-07-11,101.71
305,4561,2022-06-20,216.48
306,2382,2021-02-12,191.55
307,4001,2022-08-27,227.16
308,3907,2021-01-05,33.49
309,3652,2021-06-09,262.72
310,2919,2021-07-31,155.56
311,1316,2022-08-30,187.19
312,3592,2021-07-05,242.98
313,515,2021-12-26,87.03
314,4033,2022-07-16,216.73
315,3347,2021-01-08,301.20
316,906,2021-11-09,46.57
317,4556,2021-10-27,106.44
318,1887,2022-03-28,137.96
319,4152,2021-03-08,154.10
320,2111,2020-11-01,112.84
321,2097,2022-02-25,265.33
322,3690,2022-05-10,326.07
323,1109,2021-11-05,106.53
324,1035,2022-03-23,285.59
325,286,2020-12-16,3.29
326,1168,2022-07-13,226.71
327,4855,2022-08-16,187.05
328,1,2022-06-10,186.38
329,1279,2020-10-14,52.65
330,2018,2020-10-16,210.36
331,4134,2020-07-27,71.87
332,4397,2021-11-28,46.76
333,999,2021-10-21,116.38
334,4305,2022-04-06,58.05
335,2585,2022-06-05,18.65
336,2757,2020-01-01,39.79
337,1216,2021-07-28,75.53
338,3902,2022-06-02,98.62
339,2555,2021-02-22,163.97
340,3202,2022-05-18,148.47
341,2997,2022-02-24,87.64
342,1027,2020-08-10,72.01
343,3576,2022-01-06,17.15
344,4435,2020-05-30,151.29
345,1961,2021-10-11,16.28
346,2572,2020-10-31,300.51
347,502,2022-04-17,315.84
348,3379,2021-06-03,292.66
349,174,2022-01-28,275.05
350,2525,2022-02-11,215.19
351,2883,2021-02-12,201.55
352,632,2022-01-26,225.03
353,4325,2020-07-05,239.33
354,4867,2021-09-10,193.64
355,4411,2021-09-10,135.96
356,4987,2020-04-12,130.81
357,3584,2021-12-20,304.66
358,2314,2021-04-12,54.46
359,1406,2021-09-19,176.05
360,2678,2022-07-06,236.64
361,81,2021-12-26,77.04
362,3234,2021-04-07,164.41
363,3315,2021-10-30,96.47
364,633,2021-11-21,6.69
365,768,2021-05-12,84.76
366,4920,2022-04-12,205.79
367,3367,2022-04-24,215.90
368,3491,2020-09-20,172.42
369,3255,2022-05-03,216.00
370,3957,2022-03-29,185.65
371,35,2022-01-30,177.39
372,553,2021-04-05,302.07
373,2134,2021-04-08,242.10
374,2481,2020-09-03,72.25
375,4609,2021-12-09,136.87
376,183,2020-01-19,9.97
377,1605,2022-03-20,245.56
378,1510,2020-03-29,178.35
379,1132,2020-05-05,131.04
380,514,2022-08-22,327.10
381,1013,2020-11-09,300.60
382,2476,2020-08-03,41.94
383,722,2022-01-04,167.13
384,4585,2022-06-17,226.45
385,4629,2021-05-22,174.86
386,815,2022-07-22,59.12
387,4283,2021-02-04,251.47
388,4863,2021-02-27,174.02
389,1230,2022-01-17,314.94
390,1667,2021-08-05,95.61
391,3846,2020-05-01,30.99
392,1497,2022-01-26,27.35
393,2477,2020-07-04,161.64
394,19,2020-11-22,270.73
395,2272,2022-08-07,169.28
396,1239,2022-08-11,267.00
397,2356,2021-10-18,36.35
398,3404,2020-10-07,42.59
399,3140,2020-10-08,152.60
400,485,2020-10-17,152.69
401,4607,2022-01-21,67.30
402,2412,2020-11-27,240.78
403,1105,2022-04-29,325.96
404,3735,2021-01-27,43.71
405,4623,2021-07-24,323.17
406,3914,2020-06-16,199.14
407,622,2020-05-22,188.89
408,943,2022-09-10,227.30
409,3896,2021-08-18,273.42
410,4852,2020-04-27,140.96
411,718,2020-06-12,31.42
412,3877,2020-01-01,99.79
413,4826,2021-09-24,313.79
414,2571,2022-07-25,286.83
415,1220,2022-06-22,206.49
416,2299,2020-07-25,229.53
417,947,2022-08-04,226.93
418,4799,2021-07-14,115.39
419,2757,2021-08-15,35.71
420,3901,2021-04-26,164.60
421,3135,2022-02-02,97.42
422,530,2020-03-13,60.51
423,3184,2022-01-25,147.34
424,978,2021-05-23,84.87
425,1076,2020-06-30,189.28
426,629,2020-03-09,228.15
427,862,2021-07-19,85.44
428,703,2021-04-07,144.41
429,712,2020-10-09,62.61
430,3876,2021-04-14,54.48
431,2176,2021-03-16,231.87
432,1260,2020-12-21,33.34
433,519,2020-04-29,318.66
434,395,2020-08-28,42.19
435,1861,2020-01-24,207.70
436,4756,2020-07-04,141.64
437,2262,2020-04-21,40.90
438,1301,2021-03-02,321.73
439,729,2021-04-10,174.44
440,112,2020-11-02,300.53
441,4065,2021-06-21,202.84
442,3409,2020-12-14,123.27
443,4565,2020-03-26,150.64
444,3646,2021-07-09,105.34
445,3229,2021-03-09,211.80
446,219,2021-06-26,115.21
447,4673,2020-01-10,159.88
448,484,2020-09-06,72.28
449,836,2020-12-09,153.22
450,275,2022-05-27,226.23
451,1689,2020-01-27,257.73
452,1183,2021-10-08,96.25
453,4148,2021-04-19,164.53
454,87,2022-09-07,149.58
455,4938,2021-12-24,304.70
456,1794,2021-01-24,201.36
457,1502,2022-06-15,168.75
458,2354,2020-09-22,230.12
459,4835,2020-07-24,11.84
460,2119,2021-01-31,23.75
461,2423,2022-08-24,217.13
462,3106,2021-06-28,75.23
463,3027,2020-07-13,81.73
464,22,2021-09-11,115.98
465,2560,2021-12-10,146.87
466,1994,2020-10-17,190.37
467,455,2020-01-28,120.06
468,4769,2022-05-13,138.42
469,718,2020-03-09,50.47
470,1035,2021-04-18,312.20
471,785,2021-05-31,302.62
472,3939,2021-08-16,303.39
473,3129,2021-06-14,262.77
474,411,2022-03-17,67.84
475,31,2020-07-13,179.41
476,300,2020-04-01,218.37
477,541,2020-08-05,131.96
478,1011,2021-11-08,284.24
479,2584,2021-08-17,25.73
480,846,2022-09-01,119.53
481,4338,2021-07-12,115.37
482,266,2021-12-07,26.85
483,527,2021-04-08,24.42
484,4396,2020-01-07,307.53
485,1284,2020-01-15,267.60
486,1404,2020-04-12,170.81
487,837,2021-06-12,95.07
488,2375,2021-03-10,4.13
489,2394,2022-06-22,148.82
490,3208,2021-08-06,223.30
491,2000,2020-12-25,73.38
492,1121,2020-05-13,288.79
493,4006,2020-08-05,101.96
494,4435,2021-08-10,183.34
495,1686,2022-02-01,107.41
496,437,2020-08-10,209.69
497,4777,2022-08-22,79.43
498,864,2021-09-10,55.97
499,4863,2020-04-13,318.50
500,2460,2020-12-17,230.98
501,2820,2020-02-08,227.85
502,3852,2022-09-26,287.46
503,3925,2020-06-11,249.09
504,1433,2021-05-19,144.83
505,119,2021-11-30,66.78
506,1427,2022-04-17,325.84
507,3677,2021-03-15,94.17
508,4623,2022-08-11,39.32
509,3250,2020-08-31,142.22
510,4885,2021-03-25,211.95
511,971,2022-06-28,306.56
512,1776,2020-03-06,298.12
513,2277,2020-07-21,41.81
514,3525,2020-06-28,111.58
515,1847,2021-03-24,261.95
516,3228,2022-04-14,48.13
517,959,2022-08-12,257.01
518,3191,2020-08-23,72.14
519,1585,2020-03-18,110.56
520,1771,2020-05-17,188.84
521,944,2020-03-29,140.67
522,239,2022-03-08,157.76
523,1061,2022-03-14,275.50
524,4179,2021-03-07,261.77
525,4151,2020-04-07,100.76
526,2162,2022-07-30,296.88
527,3118,2020-11-30,103.13
528,624,2020-05-16,208.83
529,2539,2020-04-17,278.54
530,854,2021-09-25,323.80
531,4493,2021-09-11,283.66
532,1823,2020-09-11,210.01
533,3571,2020-01-12,247.58
534,1440,2021-10-11,203.96
535,3423,2020-06-20,61.50
536,3289,2021-11-24,146.72
537,923,2021-02-14,173.89
538,4984,2020-05-08,268.75
539,815,2022-09-03,79.55
540,1008,2020-11-29,73.12
541,4477,2022-07-23,109.13
542,2191,2022-07-08,138.98
543,1520,2020-04-14,238.51
544,2818,2021-05-20,292.52
545,2331,2020-05-09,151.08
546,2300,2021-06-17,95.12
547,3048,2022-06-03,138.63
548,1512,2022-02-25,127.65
549,1758,2022-08-15,109.36
550,4041,2022-06-16,296.44
551,4094,2021-04-25,4.59
552,1789,2020-01-12,207.58
553,665,2022-09-22,99.73
554,3993,2022-06-18,296.46
555,10,2022-04-28,158.27
556,303,2020-05-26,151.25
557,3714,2020-01-14,49.92
558,2693,2021-07-04,155.29
559,4574,2022-08-09,216.98
560,2088,2021-05-30,74.94
561,1997,2022-02-24,195.32
562,3147,2021-07-20,25.45
563,272,2021-02-10,13.85
564,457,2022-01-11,97.20
565,2904,2020-09-07,219.97
566,1526,2022-01-15,167.24
567,365,2020-06-07,141.37
568,4123,2020-10-24,42.76
569,3374,2021-03-30,104.33
570,876,2022-06-06,236.34
571,3189,2021-05-17,182.49
572,4149,2020-12-22,81.73
573,2277,2021-10-24,16.41
574,4857,2021-10-23,136.40
575,3200,2021-09-16,76.03
576,1276,2020-12-28,191.09
577,4127,2022-09-21,287.40
578,102,2021-03-15,241.86
579,4660,2021-05-28,4.91
580,78,2022-01-24,285.01
581,4432,2022-05-17,246.14
582,4658,2021-02-24,133.99
583,2556,2020-05-22,121.21
584,2621,2021-05-07,84.71
585,3084,2020-12-05,103.18
586,4044,2020-08-10,82.01
587,3271,2021-12-16,284.62
588,4876,2022-06-27,246.54
589,182,2020-06-12,71.42
590,1781,2020-08-30,152.21
591,1205,2021-07-06,145.31
592,4627,2021-03-12,14.15
593,624,2022-03-31,57.99
594,1352,2021-01-16,321.28
595,4026,2021-05-24,202.56
596,1266,2021-06-03,322.66
597,4621,2021-07-31,213.24
598,2791,2021-02-22,281.65
599,976,2020-04-14,110.83
600,775,2022-09-09,307.29
601,4928,2021-09-27,323.82
602,693,2021-10-22,244.07
603,4063,2020-10-28,2.80
604,1816,2020-01-16,39.94
605,1875,2022-03-04,265.40
606,765,2022-05-22,78.51
607,1188,2020-06-27,81.57
608,607,2020-05-17,131.16
609,1910,2020-12-25,221.06
610,2244,2022-03-15,127.83
611,2034,2021-07-16,55.41
612,3904,2021-03-23,144.26
613,4134,2022-04-05,195.72
614,3393,2022-07-11,316.69
615,1834,2022-01-01,157.10
616,4988,2021-01-12,221.23
617,2745,2021-03-23,154.26
618,161,2021-12-31,234.77
619,2324,2022-05-30,78.59
620,819,2021-11-27,66.75
621,979,2022-08-25,49.46
622,3362,2021-12-04,156.82
623,443,2020-02-09,247.86
624,891,2021-02-10,281.53
625,3370,2020-04-14,20.83
626,1413,2021-05-31,44.95
627,2938,2021-11-24,76.72
628,2459,2020-04-25,218.62
629,2994,2022-03-14,57.82
630,1026,2021-12-30,127.08
631,2065,2022-03-01,255.37
632,1238,2021-05-10,134.74
633,3288,2021-06-30,222.93
634,3451,2022-06-02,256.30
635,901,2022-08-08,276.97
636,4312,2020-07-06,171.66
637,2894,2020-11-14,72.97
638,2137,2021-12-04,6.82
639,4634,2021-11-09,234.25
640,954,2022-03-02,7.69
641,179,2020-09-23,12.45
642,1998,2022-03-15,315.51
643,3649,2022-02-15,37.54
644,4965,2021-10-11,233.96
645,951,2020-03-05,268.11
646,3479,2021-07-01,105.26
647,1306,2020-12-19,181.00
648,224,2020-03-07,120.45
649,3281,2020-04-29,218.66
650,4447,2022-03-11,167.79
651,3472,2021-07-23,155.48
652,1354,2021-07-22,35.47
653,698,2021-04-18,322.20
654,715,2022-03-16,205.52
655,3160,2021-08-10,273.34
656,1287,2021-11-29,234.45
657,1510,2020-11-06,200.57
658,2234,2022-09-06,327.26
659,1247,2021-04-14,54.48
660,3082,2020-07-19,21.79
661,3925,2022-04-15,38.14
662,4673,2021-09-15,106.02
663,2806,2020-07-18,249.46
664,3494,2020-10-30,142.81
665,1942,2021-06-04,164.99
666,503,2020-02-24,268.01
667,4918,2020-04-18,10.87
668,3317,2022-03-16,285.52
669,2126,2021-02-16,83.91
670,1077,2020-05-01,121.00
671,1131,2020-11-26,220.77
672,221,2022-09-03,119.55
673,4211,2020-11-16,2.99
674,1668,2020-04-29,50.98
675,2811,2022-03-20,225.56
676,1613,2020-08-11,12.02
677,4372,2022-02-05,235.13
678,3027,2020-06-30,229.28
679,1555,2022-07-30,296.87
680,4659,2022-01-11,17.20
681,804,2022-03-03,215.39
682,1967,2021-02-01,271.44
683,1685,2022-07-04,18.93
684,547,2020-05-01,161.00
685,1098,2021-03-24,34.27
686,2537,2021-06-22,165.17
687,1971,2021-08-19,5.75
688,143,2020-07-26,289.54
689,4866,2020-07-30,11.90
690,3982,2022-09-02,327.22
691,4091,2022-03-08,97.76
692,257,2020-05-28,208.95
693,489,2020-03-02,228.08
694,3746,2021-01-30,123.74
695,2424,2020-03-16,130.54
696,2217,2021-03-20,24.23
697,699,2020-04-09,120.78
698,1697,2020-10-12,250.32
699,996,2022-09-18,29.70
700,3047,2020-12-30,93.43
701,3532,2022-04-06,68.05
702,2339,2021-04-07,114.41
703,1087,2020-07-09,81.69
704,4160,2022-01-28,177.37
705,2840,2020-03-31,150.69
706,1517,2021-10-05,203.90
707,950,2020-03-26,100.64
708,4736,2020-02-26,150.35
709,1052,2021-11-21,304.37
710,2799,2022-07-09,256.67
711,2140,2022-09-01,307.21
712,3540,2021-08-26,213.50
713,3281,2022-03-06,7.74
714,1817,2022-05-01,265.98
715,3986,2022-04-01,18.00
716,3301,2022-01-18,27.27
717,3340,2021-12-01,76.79
718,4636,2020-07-08,51.68
719,1238,2020-03-23,238.29
720,1243,2022-02-11,275.19
721,1278,2021-04-17,124.51
722,322,2020-08-22,172.13
723,4196,2020-04-10,30.79
724,4175,2022-01-06,177.15
725,156,2021-03-25,154.28
726,1981,2021-12-08,234.54
727,1351,2020-08-29,289.88
728,3230,2021-05-27,34.91
729,4614,2021-01-30,173.74
730,4841,2020-02-18,0.26
731,1606,2022-06-07,206.35
732,3558,2021-04-01,34.35
733,471,2020-07-12,71.72
734,553,2022-03-17,325.53
735,2278,2020-08-22,52.13
736,1819,2022-01-23,127.32
737,682,2020-04-14,198.51
738,4146,2022-07-27,159.17
739,4324,2022-03-08,157.75
740,3295,2020-07-23,81.83
741,2047,2021-12-10,304.56
742,665,2020-10-26,72.78
743,4367,2020-06-08,209.05
744,4339,2021-09-27,263.82
745,1160,2022-08-09,226.98
746,1589,2021-06-29,25.24
747,527,2021-12-30,204.76
748,4824,2021-06-28,272.91
749,2983,2022-07-05,306.63
750,467,2020-04-06,198.43
751,3760,2020-10-10,320.30
752,2291,2022-02-25,255.33
753,4907,2020-01-22,10.00
754,4486,2020-11-02,142.85
755,4115,2021-10-04,36.21
756,2564,2020-03-08,50.46
757,3102,2022-02-16,275.24
758,1924,2021-05-19,154.83
759,1227,2020-10-08,2.60
760,117,2020-04-25,10.94
761,63,2021-04-27,192.29
762,4542,2021-02-10,123.85
763,1811,2021-11-24,116.72
764,2443,2021-01-13,291.25
765,1240,2020-01-26,90.04
766,2999,2022-09-04,99.56
767,296,2021-10-25,234.10
768,94,2020-05-08,151.07
769,904,2020-08-14,2.05
770,114,2020-03-23,110.61
771,2315,2022-09-02,267.22
772,2089,2021-10-22,294.07
773,1118,2020-12-09,13.22
774,2145,2020-03-05,208.11
775,2978,2021-10-15,194.00
776,680,2022-04-18,285.85
777,1210,2022-06-05,306.32
778,2370,2021-03-30,232.01
779,4051,2021-11-18,6.66
780,628,2020-01-07,297.53
781,1059,2021-03-10,201.80
782,2832,2021-07-24,273.16
783,4080,2020-12-27,123.40
784,3216,2021-02-28,201.71
785,2392,2022-03-28,235.64
786,4897,2022-05-22,18.51
787,2297,2022-09-18,327.38
788,1760,2021-05-01,24.65
789,3367,2021-06-23,15.18
790,1533,2022-05-16,246.13
791,3204,2022-07-21,49.11
792,383,2021-02-16,23.91
793,4207,2022-02-05,157.45
794,3906,2020-01-18,69.96
795,4269,2020-10-31,22.83
796,3669,2021-08-16,135.72
797,1303,2021-12-14,66.92
798,3535,2020-08-27,82.18
799,1405,2020-05-12,268.78
800,1410,2020-03-08,10.46
801,2458,2022-01-13,184.90
802,1246,2022-03-31,77.99
803,4668,2020-09-18,2.40
804,1222,2021-08-07,35.63
805,889,2022-09-18,139.70
806,2641,2020-08-25,199.84
807,2767,2020-11-01,320.52
808,1180,2022-02-02,305.10
809,982,2022-08-07,119.28
810,4281,2021-03-28,84.31
811,2128,2021-05-24,192.56
812,2065,2020-01-30,227.76
813,1929,2020-08-23,172.14
814,480,2020-12-28,261.09
815,719,2020-06-11,41.41
816,2864,2021-02-19,321.62
817,2229,2020-03-27,170.64
818,1244,2022-08-31,59.51
819,4244,2021-07-10,165.35
820,1172,2022-08-26,39.47
821,2696,2022-03-19,57.86
822,3648,2021-11-20,204.36
823,4642,2021-01-19,93.63
824,2682,2020-12-13,53.26
825,4990,2020-11-08,162.90
826,66,2021-10-25,96.42
827,4762,2022-09-19,217.39
828,972,2021-03-06,221.77
829,2754,2021-06-14,222.77
830,1967,2021-08-23,253.47
831,1381,2020-08-04,319.63
832,2110,2020-03-16,30.54
833,2313,2020-10-07,172.59
834,2862,2021-12-21,234.67
835,415,2020-03-03,278.09
836,3870,2022-02-05,265.13
837,1686,2020-06-15,31.45
838,2431,2020-10-11,230.30
839,3660,2022-06-03,186.31
840,605,2022-01-17,254.94
841,1581,2022-09-18,307.38
842,3169,2021-11-28,244.44
843,988,2021-01-24,251.36
844,792,2021-03-21,261.92
845,3193,2020-04-24,248.61
846,974,2022-01-07,137.16
847,3942,2022-01-30,7.39
848,77,2021-05-17,74.81
849,3163,2020-08-29,279.88
850,15,2021-04-16,24.50
851,3589,2020-10-06,152.58
852,2742,2021-10-20,106.37
853,2233,2020-10-30,52.82
854,991,2020-11-05,42.87
855,1341,2021-06-03,322.66
856,664,2021-10-11,313.96
857,3907,2022-01-21,87.30
858,353,2022-08-12,287.00
859,1668,2020-04-12,40.80
860,1160,2020-10-22,132.73
861,2627,2020-08-23,239.82
862,4680,2021-10-12,96.29
863,4440,2020-01-21,257.67
864,1922,2022-01-11,284.88
865,3756,2022-08-13,327.02
866,4314,2020-11-13,92.96
867,2788,2021-04-10,242.12
868,4049,2022-02-14,215.22
869,2704,2021-09-26,136.13
870,3907,2021-04-26,312.28
871,2867,2022-09-14,79.66
872,1485,2021-05-31,144.94
873,4358,2021-05-12,154.76
874,1684,2022-05-03,58.32
875,1152,2020-05-04,198.71
876,1536,2021-07-11,183.04
877,4081,2021-02-23,251.66
878,2288,2021-04-15,34.49
879,2451,2022-09-12,317.32
880,4311,2020-02-22,307.99
881,2490,2022-05-25,326.22
882,658,2021-03-05,321.76
883,4324,2022-02-24,107.64
884,2024,2022-07-26,149.16
