order_detail_id,order_id,product_id,quantity,price_per_unit
256,2517,81,2,111.88
257,5981,89,8,191.45
258,2120,546,6,205.72
259,1730,80,1,36.08
260,5717,281,5,323.72
261,9895,767,9,95.38
262,8013,436,5,195.24
263,3413,276,9,143.02
264,9142,524,10,151.92
265,8215,924,1,65.13
266,7719,137,3,47.33
267,4122,535,3,175.76
268,5147,135,2,181.22
269,3876,322,1,101.63
270,4099,554,8,9.02
271,3022,894,1,247.77
272,5079,905,3,86.24
273,7109,609,3,208.87
274,7555,137,7,67.73
275,1623,176,7,312.76
276,4309,553,4,258.09
277,7025,650,8,183.28
278,7727,293,2,279.62
279,5543,749,10,246.77
280,441,943,6,79.28
281,4644,549,7,267.61
282,8891,46,5,311.40
283,1453,210,3,103.73
284,1637,547,2,66.18
285,6065,2,7,263.19
286,1180,712,3,89.98
287,4810,377,1,22.25
288,6220,319,5,188.72
289,1049,584,10,100.65
290,425,722,10,13.69
291,2680,449,7,80.49
292,4775,861,4,275.87
293,2495,751,4,118.23
294,4914,740,4,325.76
295,3850,881,5,232.40
296,2697,512,6,59.54
297,6361,799,5,115.71
298,162,210,1,69.90
299,3763,188,1,294.48
300,1636,11,10,177.80
301,918,382,1,20.59
302,3380,931,8,143.75
303,3880,396,3,116.17
304,9304,899,6,51.73
305,1043,2,4,251.39
306,9191,879,5,56.73
307,7908,760,5,231.02
308,3520,541,6,182.74
309,6875,692,9,27.38
310,2290,732,5,116.89
311,6655,964,5,172.31
312,380,399,7,197.08
313,1040,503,1,229.24
314,2439,599,8,291.80
315,6878,915,4,321.00
316,7980,888,2,184.47
317,2510,211,10,212.34
318,3480,586,10,259.15
319,6344,565,4,209.91
320,2370,542,4,261.92
321,2986,541,6,92.73
322,7018,377,4,83.89
323,4317,722,7,134.79
324,7589,123,6,11.59
325,3453,668,10,201.12
326,589,397,7,139.56
327,2615,739,1,307.16
328,7558,990,5,260.34
329,1058,570,1,49.76
330,951,421,9,38.23
331,7981,291,9,139.67
332,3539,323,4,2.29
333,752,135,5,304.18
334,6356,47,9,101.95
335,7084,185,5,90.70
336,4142,186,6,107.38
337,3993,422,7,274.26
338,6096,274,9,224.80
339,2100,643,10,139.53
340,1756,119,9,63.48
341,2334,773,4,314.78
342,2878,600,3,313.96
343,979,35,7,267.75
344,7309,911,5,50.35
345,3752,6,1,11.49
346,817,221,5,107.93
347,5876,617,10,295.01
348,2766,413,8,163.67
349,7815,551,1,232.24
350,2855,930,6,266.55
351,4468,421,10,185.16
352,4513,975,8,240.05
353,8184,978,4,246.82
354,7044,241,4,237.21
355,4266,241,8,136.65
356,5160,427,1,293.22
357,6232,868,7,288.80
358,3973,502,6,34.80
359,9524,553,10,262.74
360,501,657,4,97.13
361,2122,87,10,107.68
362,1359,209,7,129.06
363,1681,915,8,158.45
364,2802,767,6,219.90
365,7130,15,7,280.17
366,1340,270,6,23.20
367,6594,245,9,125.67
368,2255,126,2,95.20
369,160,277,10,105.74
370,9397,200,7,203.38
371,4575,890,7,93.73
372,4560,816,3,22.65
373,5635,366,9,165.87
374,8140,264,8,178.43
375,7579,346,4,300.52
376,5203,461,8,62.21
377,2322,146,6,95.41
378,3825,890,5,238.60
379,6327,261,6,99.14
380,564,602,9,92.83
381,8115,956,8,300.90
382,7105,842,2,308.08
383,6007,454,1,265.86
384,9967,184,1,226.22
385,4186,693,2,140.28
386,3774,344,8,243.32
387,2262,793,2,259.29
388,2041,398,2,275.38
389,1833,408,3,315.72
390,4050,304,8,194.61
391,121,923,1,66.26
392,8237,86,10,90.31
393,8825,748,4,28.09
394,786,623,5,140.22
395,182,644,4,50.42
396,9384,303,1,115.83
397,4108,156,9,249.11
398,5619,959,1,159.76
399,4867,846,6,247.07
400,1781,495,5,51.75
401,431,759,1,55.35
402,1742,842,5,228.08
403,4430,772,7,56.90
404,8262,118,1,213.26
405,9314,343,7,1.53
406,9091,622,6,113.58
407,8479,642,6,109.76
408,6280,219,9,194.97
409,215,867,6,132.58
410,4928,187,8,128.35
411,2687,302,1,42.25
412,2260,895,4,91.70
413,5388,227,7,58.39
414,239,639,2,36.96
415,6279,770,2,186.16
416,9381,155,2,190.44
417,7993,272,4,159.41
418,3073,790,10,148.38
419,152,671,1,256.05
420,9102,922,10,126.48
421,4327,744,1,206.15
422,477,739,6,259.37
423,3982,506,6,84.20
424,7416,270,2,299.47
425,4358,970,5,30.93
426,8455,479,6,146.03
427,8148,39,3,78.37
428,9565,924,5,316.71
429,8813,559,9,173.65
430,5457,627,4,221.14
431,8389,695,3,224.92
432,6950,718,6,208.14
433,3455,844,8,258.52
434,6676,223,5,155.61
435,4567,73,10,227.83
436,9973,547,6,163.74
437,1746,512,4,232.41
438,6796,952,5,307.66
439,2504,258,2,261.62
440,6082,232,10,277.84
441,5887,128,3,255.91
442,1877,235,1,153.60
443,2597,637,5,13.39
444,6759,533,4,310.78
445,1912,332,8,117.59
446,3544,332,4,202.06
447,174,833,5,79.57
448,6108,983,5,297.27
449,3292,81,7,188.80
450,3396,757,10,275.04
451,203,78,4,115.82
452,2464,385,2,45.63
453,3627,500,5,201.74
454,7421,966,4,309.82
455,6412,550,9,99.36
456,3548,778,9,323.43
457,4138,26,6,162.04
458,6182,201,8,169.62
459,5123,99,2,85.28
460,7640,116,1,169.19
461,1446,696,5,6.18
462,6095,778,3,29.50
463,6610,781,8,228.56
464,1931,97,8,7.02
465,728,60,6,21.25
466,334,672,9,119.17
467,8308,250,2,57.82
468,356,350,3,88.55
469,1612,313,2,275.86
470,8526,222,9,78.50
471,6972,658,1,83.22
472,5627,892,9,6.89
473,8945,675,2,96.50
474,3320,456,5,311.86
475,3039,137,9,305.51
476,3749,19,7,116.59
477,5808,712,5,266.49
478,8981,847,4,194.89
479,3,466,6,319.69
480,666,645,3,91.17
481,5996,41,9,107.29
482,5791,259,10,80.06
483,1252,795,4,231.39
484,4567,202,8,103.38
485,2717,700,7,46.97
486,5259,66,6,52.33
487,3978,965,3,134.60
488,387,129,1,123.91
489,7501,898,5,133.87
490,6680,516,8,23.60
491,3835,105,5,158.71
492,8691,97,7,42.76
493,8046,671,9,25.63
494,4517,299,4,184.09
495,5777,459,6,180.45
496,3597,514,2,77.72
497,4274,950,2,122.96
498,6980,589,5,209.84
499,1084,806,6,225.79
500,861,343,9,241.99
501,664,122,5,203.46
502,7762,930,6,176.39
503,3237,131,4,293.16
504,329,776,5,264.90
505,8454,35,5,103.51
506,498,651,8,230.86
507,1415,954,1,127.26
508,9238,584,1,208.04
509,5499,669,8,273.75
510,253,105,5,165.85
511,7646,853,6,31.97
512,5208,995,2,285.11
513,5937,88,10,265.94
514,2203,312,10,270.69
515,860,744,4,238.92
516,5867,749,1,64.23
517,9349,71,4,122.34
518,3342,575,1,279.89
519,4512,186,7,275.38
520,2243,419,1,175.82
521,3238,659,8,131.09
522,6948,993,3,115.67
523,3589,8,10,266.79
524,6884,650,9,310.35
525,9423,988,3,145.75
526,1146,71,4,58.81
527,634,974,4,47.46
528,450,568,3,233.81
529,4500,612,10,158.66
530,5168,982,2,112.59
531,1511,150,7,308.19
532,6486,766,8,226.43
533,6493,714,4,49.26
534,9726,650,3,126.27
535,5610,93,3,16.08
536,2774,802,9,135.85
537,2934,55,8,197.11
538,7243,388,6,115.22
539,7236,913,10,233.53
540,7250,263,10,4.02
541,2482,676,3,225.46
542,2808,177,9,50.34
543,3479,467,8,51.94
544,1822,307,3,148.24
545,9635,246,9,186.37
546,1631,614,5,192.19
547,396,125,3,10.12
548,3140,203,10,51.08
549,5418,439,6,142.74
550,2767,484,7,259.70
551,9878,74,9,23.47
552,7206,160,1,165.57
553,9598,165,9,164.27
554,7651,735,8,146.97
555,4103,41,7,312.79
556,6100,519,9,92.18
557,4991,855,1,297.31
558,918,662,4,150.52
559,7190,400,2,223.06
560,2627,436,7,183.03
561,6807,460,8,72.63
562,9879,626,8,312.14
563,9245,969,9,312.67
564,7481,196,10,198.32
565,6996,35,8,32.74
566,8621,255,4,89.06
567,2436,783,10,282.31
568,9944,308,7,76.97
569,7592,833,10,318.99
570,9978,843,7,314.02
571,7663,581,3,153.81
572,9825,277,7,114.66
573,4093,373,6,47.26
574,8303,128,8,73.83
575,9143,979,8,153.57
576,2532,196,9,304.76
577,5833,19,1,48.96
578,1204,91,3,299.20
579,1643,808,1,157.36
580,8410,234,2,67.32
581,7589,867,8,317.98
582,8069,474,5,204.46
583,7668,783,2,112.85
584,6690,976,4,151.61
585,8749,520,7,247.37
586,6508,455,2,272.58
587,7211,875,1,267.08
588,4844,712,2,9.19
589,6,112,3,232.44
590,7746,328,8,244.95
591,7180,633,10,21.01
592,5736,172,1,314.65
593,515,392,8,103.86
594,387,138,8,72.47
595,5431,160,9,295.82
596,3180,399,10,158.24
597,373,196,1,176.57
598,389,232,6,151.74
599,6089,33,2,41.27
600,3224,205,7,225.81
601,9861,15,7,50.24
602,487,727,3,283.21
603,1966,503,4,290.30
604,859,187,10,179.60
605,7971,336,4,291.76
606,7370,638,5,228.60
607,9237,582,9,164.35
608,994,926,5,244.54
609,7196,999,8,169.48
610,7873,511,7,321.57
611,1265,716,8,199.62
612,7252,780,6,128.92
613,1134,283,6,174.08
614,1065,913,7,93.64
615,3971,593,9,20.26
616,4816,140,4,41.10
617,5082,916,3,202.12
618,9367,169,1,250.54
619,2393,926,4,158.09
620,1330,270,10,207.90
621,4493,767,10,170.94
622,8981,12,5,63.02
623,6371,696,1,287.65
624,7017,250,10,51.96
625,1631,390,1,167.06
626,1323,205,5,94.51
627,2251,826,8,71.85
628,936,713,10,314.98
629,664,476,3,15.29
630,1646,598,8,36.07
631,1907,572,10,129.88
632,9470,125,2,108.92
633,5557,571,1,286.03
634,8683,592,3,260.37
635,4299,966,2,147.46
636,3959,978,9,46.65
637,2061,772,2,40.37
638,9616,683,4,141.67
639,7929,363,6,160.88
640,8032,641,4,157.17
641,5844,258,2,211.77
642,9487,252,2,115.45
643,8038,207,7,68.89
644,1564,272,10,132.34
645,6092,550,2,59.69
646,9778,624,8,196.82
647,8905,143,6,126.98
648,104,803,4,113.21
649,9678,561,5,181.29
650,1901,429,2,292.84
651,1239,51,1,99.58
652,2863,728,5,59.96
653,7084,764,3,172.16
654,6487,883,5,271.11
655,1797,741,10,152.41
656,878,253,3,173.36
657,1156,688,4,162.14
658,8216,357,3,204.26
659,611,583,8,177.49
660,6117,201,1,84.29
661,4980,557,10,215.55
662,6289,985,6,63.40
663,2024,719,7,305.36
664,1635,741,4,262.06
665,5488,715,5,268.36
666,4301,64,3,263.50
667,1997,699,9,279.93
668,1823,969,6,81.35
669,2915,59,5,161.97
670,9161,86,5,39.68
671,5115,235,5,123.09
672,1638,133,2,258.40
673,584,492,6,152.54
674,949,456,7,300.45
675,1155,81,7,91.97
676,1257,406,9,164.05
677,6648,934,9,144.78
678,2904,353,2,72.48
679,3856,666,2,62.19
680,1010,229,5,17.95
681,7537,215,5,322.89
682,3446,930,1,64.19
683,8526,153,3,272.41
684,4763,350,9,110.10
685,9483,447,10,116.81
686,8337,260,4,169.15
687,1754,209,6,286.41
688,8894,413,7,172.69
689,8474,836,9,142.62
690,3650,887,8,176.52
691,5222,256,6,74.27
692,3179,423,10,223.38
693,6274,285,7,123.03
694,4421,248,4,12.37
695,1538,851,4,68.89
696,5373,907,2,104.82
697,7149,216,8,48.20
698,2437,837,8,259.40
699,8972,173,2,167.15
700,7930,208,7,192.94
701,4621,508,9,45.20
702,8030,200,8,271.00
703,1955,237,5,111.66
704,6972,539,8,312.29
705,2449,109,10,131.20
706,5291,644,5,143.33
707,4686,186,2,184.90
708,7026,374,1,22.67
709,8986,865,3,270.54
710,1956,833,9,56.19
711,8703,752,8,191.23
712,390,98,1,264.32
713,5883,421,7,272.24
714,4857,369,9,170.23
715,2839,273,3,119.04
716,5902,968,5,287.48
717,930,560,5,212.15
718,1579,689,10,161.81
719,4728,971,7,130.81
720,2579,74,5,75.12
721,5192,939,4,324.72
722,5567,238,5,71.66
723,1212,877,3,123.66
724,4595,204,4,218.54
725,2265,446,3,65.28
726,5122,469,6,111.03
727,7881,239,3,313.17
728,3509,361,5,243.50
729,7492,395,4,166.87
730,8013,680,8,172.76
731,6784,372,2,188.52
732,6543,471,1,312.32
733,7106,831,10,42.37
734,1062,528,9,286.34
735,873,233,7,231.71
736,3593,946,7,250.18
737,3623,604,6,85.83
738,8138,335,10,143.11
739,2049,44,5,144.32
740,353,401,1,165.61
741,665,176,10,240.62
742,3581,187,10,241.21
743,1823,52,6,268.48
744,2732,202,9,217.92
745,8627,741,8,128.68
746,7886,818,10,155.12
747,8713,266,1,273.21
748,8704,606,6,197.05
749,9272,14,5,300.23
750,7772,168,5,83.81
751,4312,420,7,154.25
752,9540,460,6,73.10
753,2375,581,7,67.93
754,41,848,7,199.27
755,8590,756,5,240.05
756,851,398,2,214.86
757,6514,454,9,4.70
758,6449,645,10,17.45
759,5907,748,8,9.22
760,3267,486,2,140.96
761,4623,354,3,309.00
762,6842,128,6,177.49
763,4642,185,1,276.36
764,2712,334,4,73.44
765,603,907,1,167.92
766,8234,264,3,3.98
767,22,216,3,31.92
768,999,250,10,225.24
769,8513,723,8,135.33
770,7706,195,1,119.52
771,4307,684,8,29.62
772,6268,438,9,125.25
773,1246,172,1,203.40
774,7244,293,1,205.36
775,5622,644,2,147.27
776,764,214,1,121.50
777,6370,54,8,172.43
778,9646,116,1,194.42
779,28,661,5,320.73
780,8073,857,9,157.10
781,2661,427,8,240.14
782,9148,849,2,237.43
783,7059,843,8,268.93
784,8392,444,1,253.25
785,5007,202,9,223.35
786,200,999,2,189.63
787,5010,112,5,272.93
788,1523,359,10,87.76
789,1189,430,8,248.38
790,5434,467,9,184.95
791,7273,833,4,193.09
792,6270,242,10,137.24
793,1636,214,5,12.39
794,7334,399,6,95.86
795,3864,547,2,298.06
796,9499,870,3,133.08
797,3952,786,6,107.42
798,9569,590,7,101.12
799,7121,2,1,106.61
800,5853,763,5,248.42
801,8217,529,3,215.48
802,3105,653,5,159.68
803,5708,580,4,126.66
804,589,236,4,110.95
805,7201,251,5,287.92
806,3080,184,1,285.35
807,1006,896,1,71.20
808,542,452,5,75.63
809,9167,23,3,172.84
810,4304,944,1,75.74
811,5544,729,9,73.84
812,3537,271,7,179.87
813,2323,277,8,199.33
814,2452,878,3,45.47
815,5248,121,10,121.97
816,1081,312,3,232.29
817,295,490,2,148.17
818,67,576,3,268.10
819,242,438,4,298.22
820,1437,934,3,61.96
821,5994,591,9,101.03
822,8084,309,1,187.37
823,4900,78,8,325.02
824,6848,541,6,102.51
825,2780,415,2,270.09
826,7720,402,3,17.58
827,3420,835,2,19.80
828,1825,646,3,27.32
829,760,914,9,23.20
830,8531,306,1,56.88
831,82,301,4,138.74
832,6450,445,4,197.57
833,516,869,2,87.96
834,7738,216,2,299.52
835,4309,483,2,301.43
836,2682,742,5,35.11
837,7001,750,7,285.29
838,202,348,2,275.18
839,7374,304,2,27.87
840,826,886,2,47.74
841,996,98,4,52.88
842,2460,358,10,190.82
843,1669,951,7,235.66
844,4336,666,10,308.31
845,9784,214,9,7.32
846,635,85,7,26.41
847,727,261,5,87.53
848,5022,162,6,149.17
849,9369,917,2,8.56
850,3490,6,2,281.16
851,6165,208,2,299.68
852,6200,467,7,65.22
853,3704,391,9,167.86
854,2151,540,9,38.87
855,7435,124,4,264.61
856,8192,872,7,101.49
857,63,181,4,262.65
858,4361,964,9,308.78
859,7157,632,9,98.61
860,4323,726,1,305.99
861,3244,909,5,67.33
862,329,742,10,118.39
863,849,116,7,210.62
864,8256,601,7,145.09
865,2653,609,7,323.40
866,5898,762,5,196.07
867,1348,50,10,0.08
868,2700,233,7,168.52
869,7728,941,7,304.07
870,6697,728,1,81.49
871,5390,189,8,76.56
872,3080,59,6,199.84
873,3590,509,4,216.79
874,3468,877,1,224.88
875,2460,318,7,106.43
876,8798,425,4,288.43
877,5181,356,2,138.74
878,8394,454,1,156.02
879,8305,327,1,283.76
880,9262,506,5,9.74
881,2810,43,10,124.27
882,2446,783,3,24.09
883,611,334,8,168.91
884,508,103,6,56.01
885,168,151,3,60.77
886,8828,680,3,193.93
887,326,738,1,270.82
888,3430,138,7,65.77
889,3876,752,9,307.27
890,3440,443,1,301.39
891,1035,803,4,116.32
892,3479,742,8,238.94
893,3923,553,6,53.98
894,3610,376,10,317.71
895,8167,108,5,148.59
896,9437,718,8,30.25
897,8554,699,6,7.64
898,4475,172,6,110.52
899,179,985,7,55.73
900,8812,182,7,325.74
901,1227,496,7,283.29
902,7933,957,6,219.63
903,9750,767,2,188.93
904,4863,932,3,128.35
905,1536,274,5,134.57
906,341,935,8,34.81
907,1316,494,8,100.17
908,6035,356,8,119.85
909,6185,152,4,297.85
910,9400,731,3,90.22
911,9588,744,6,140.38
912,2786,38,3,237.30
913,661,908,9,49.23
914,5967,476,4,287.62
915,5220,239,2,96.63
916,7073,712,1,87.14
917,4306,895,6,100.43
918,3818,704,4,300.24
919,9213,49,6,82.53
920,8393,122,3,185.13
921,6836,920,1,283.00
922,2038,272,7,322.78
923,4199,883,10,281.59
924,1030,750,9,173.37
925,8391,799,7,178.34
926,7071,144,1,207.82
927,8202,999,10,241.92
928,9795,859,8,50.51
929,1604,340,9,82.13
930,181,702,1,316.50
931,1801,662,10,271.70
932,5504,630,3,69.77
933,6261,719,1,197.16
934,4415,587,7,52.28
935,878,77,10,126.08
936,6441,879,5,106.97
937,2712,959,1,240.27
938,1457,729,2,236.72
939,2053,192,1,38.42
940,406,68,10,315.63
941,3541,522,5,6.04
942,3533,274,7,80.34
943,9146,831,10,296.84
944,8979,495,9,294.02
945,6880,640,9,283.19
946,3979,724,3,309.74
947,4817,555,7,318.28
948,3854,432,9,51.33
949,8109,743,10,78.74
950,9034,45,4,254.99
951,2073,544,5,302.54
952,5011,722,10,325.39
953,5478,796,4,31.68
954,7058,187,4,130.62
955,5135,921,1,192.40
956,9496,143,7,296.39
957,5310,767,8,106.90
958,7311,904,9,246.55
959,9460,637,1,5.40
960,3528,507,5,79.36
961,9106,517,7,140.38
962,3391,375,10,190.22
963,6558,971,2,195.62
964,5281,40,6,141.51
965,8052,386,1,173.78
966,9462,161,6,201.96
967,463,519,10,212.59
968,9708,854,9,112.15
969,615,685,1,302.00
970,5015,302,7,248.33
971,7831,795,9,141.80
972,8129,431,5,272.38
973,6601,787,9,248.72
974,2418,740,5,326.17
975,8346,965,2,317.11
976,5623,334,10,0.22
977,4884,615,2,31.91
978,6237,240,8,123.41
979,3569,891,6,184.90
980,7901,894,3,62.81
981,3874,823,1,295.86
982,5363,55,3,258.81
983,9841,1000,6,157.72
984,7914,250,5,82.39
985,1332,974,2,67.21
986,7997,531,8,277.55
987,4445,940,4,200.76
988,4949,271,1,33.61
989,9185,977,3,14.37
990,5443,270,8,212.15
991,636,461,1,199.37
992,309,787,2,48.03
993,3358,532,5,120.32
994,8769,824,6,230.58
995,7978,8,1,110.96
996,4199,980,4,174.51
997,8737,137,4,175.99
998,7067,144,9,265.72
999,4224,86,3,34.31
1000,2034,224,9,269.48
1001,965,820,7,196.08
1002,1808,532,8,46.12
1003,7762,432,10,165.65
1004,5130,47,10,27.37
1005,2253,433,6,317.24
1006,6655,632,1,111.70
1007,7052,881,1,119.11
1008,5975,818,3,308.33
1009,313,760,10,229.56
1010,618,576,10,302.15
1011,6060,599,5,202.49
1012,7044,762,8,202.95
1013,5273,359,9,322.76
1014,2669,309,10,233.73
1015,4716,392,2,193.77
1016,8904,592,9,165.98
1017,4308,133,10,10.50
1018,9710,953,1,218.37
1019,5912,172,3,175.23
1020,9781,752,5,88.46
1021,2055,118,3,1.63
1022,1554,475,4,259.56
1023,2762,271,8,281.49
1024,3138,172,5,18.66
1025,7806,706,6,49.86
1026,9108,753,5,166.28
1027,8934,612,9,313.78
1028,9098,210,1,265.49
1029,2452,316,10,261.12
1030,197,688,9,58.04
1031,840,361,10,8.94
1032,4113,237,2,75.35
1033,8937,820,9,111.71
1034,755,68,4,42.31
1035,1999,206,9,260.13
1036,1963,315,2,135.55
1037,7688,117,3,307.35
1038,3051,215,4,303.57
1039,856,676,10,179.38
1040,6619,395,7,230.94
1041,9958,325,3,325.50
1042,7596,52,7,57.56
1043,1754,5,1,129.52
1044,7133,196,8,256.14
1045,5210,742,1,47.83
1046,5329,304,1,214.36
1047,165,448,6,45.00
1048,1411,358,9,169.84
1049,2078,968,9,291.36
1050,2413,637,5,12.04
1051,2664,594,1,219.90
1052,1632,465,2,212.08
1053,9033,44,2,159.33
1054,1941,742,6,1.03
1055,7062,692,7,108.82
1056,3255,551,10,247.98
1057,5354,911,5,110.52
1058,2560,169,2,2.54
1059,9944,63,5,24.97
1060,370,290,4,214.20
1061,4708,131,5,148.63
1062,9101,400,5,161.41
1063,8562,825,5,298.15
1064,7650,485,2,203.78
1065,9164,389,1,63.99
1066,3369,933,3,270.28
1067,2181,197,10,155.55
1068,8890,595,10,199.57
1069,1475,127,5,304.57
1070,158,673,5,242.67
1071,2150,805,9,63.13
1072,2379,625,2,285.87
1073,2836,37,5,250.35
1074,7467,363,8,188.44
1075,9459,880,10,287.69
1076,7566,853,7,37.52
1077,3500,70,8,4.60
