order_id,customer_id,order_date,total_amount
109,2821,,81.95
110,3876,,22.81
111,2074,,238.57
112,4995,,156.11
113,862,,241.44
114,739,,51.32
115,839,,82.83
116,3103,,310.21
117,2185,,56.69
118,946,,65.80
119,970,,291.19
120,2085,,79.89
121,2835,,64.70
122,2661,,212.26
123,3761,,29.80
124,2396,,121.07
125,2867,,183.34
126,438,,325.83
127,1032,,110.85
128,1415,,90.47
129,721,,112.23
130,2009,,70.13
131,4144,,94.62
132,705,,146.55
133,2243,,178.51
134,4551,,46.17
135,430,,152.45
136,2402,,56.16
137,1886,,77.57
138,371,,215.17
139,476,,143.84
140,2456,,33.74
141,558,,4.22
142,1719,,7.83
143,3423,,321.07
144,1092,,66.85
145,4782,,313.77
146,820,,68.75
147,430,,46.54
148,2321,,216.43
149,655,,276.22
150,746,,178.17
151,2285,,247.20
152,3301,,284.19
153,3345,,255.11
154,4549,,181.02
155,1253,,92.86
156,1548,,24.50
157,1058,,9.89
158,3708,,103.88
159,4452,,176.33
160,809,,259.43
161,464,,74.71
162,1105,,63.85
163,4131,,60.90
164,181,,176.13
165,3048,,223.43
166,1890,,82.16
167,1875,,179.19
168,2923,,12.40
169,357,,7.40
170,3970,,78.81
171,2455,,208.75
172,1793,,149.93
173,24,,291.19
174,494,,161.05
175,1592,,304.06
176,2238,,250.42
177,986,,127.73
178,992,,180.38
179,3531,,268.46
180,1452,,276.60
181,3610,,163.27
182,1389,,254.76
183,1883,,41.89
184,2476,,97.67
185,4399,,68.79
186,623,,47.24
187,4813,,319.87
188,3420,,303.55
189,900,,205.05
190,163,,8.77
191,4648,,326.39
192,4986,,144.99
193,959,,197.40
194,312,,82.76
195,2960,,75.76
196,3605,,139.30
197,4072,,103.50
198,1835,,189.36
199,4535,,13.53
200,1064,,142.74
201,329,,126.85
202,2853,,153.62
203,1874,,1.40
204,765,,302.33
205,2202,,263.20
206,2401,,173.07
207,4733,,93.52
208,891,,2.54
209,905,,279.00
210,4895,,135.30
211,4638,,144.75
212,1927,,244.31
213,996,,257.66
214,3675,,191.88
215,1210,,42.94
216,428,,312.00
217,3679,,146.67
218,1258,,243.54
219,2290,,227.31
220,4779,,64.11
221,2571,,179.68
222,473,,87.85
223,403,,25.02
224,464,,14.02
225,3477,,278.99
226,1318,,178.05
227,336,,21.74
228,3818,,50.77
229,3066,,312.46
230,579,,156.58
231,4104,,99.95
232,2552,,107.32
233,4634,,293.51
234,4598,,27.44
235,4871,,16.21
236,92,,21.80
237,4764,,272.63
238,4354,,315.94
239,2797,,217.82
240,2097,,101.52
241,1812,,292.62
242,2266,,154.76
243,2593,,239.99
244,228,,263.34
245,3908,,274.16
246,3651,,248.64
247,211,,38.73
248,3332,,33.64
249,4168,,140.83
250,3999,,259.17
251,340,,67.62
252,296,,8.23
253,3471,,326.41
254,1633,,264.30
255,4534,,291.40
256,3589,,254.96
257,4057,,280.74
258,2980,,112.89
259,307,,189.70
260,2100,,210.67
261,542,,32.06
262,1793,,303.78
263,310,,144.33
264,3477,,15.56
265,4713,,40.53
266,4484,,151.48
267,1924,,13.50
268,2238,,276.06
269,4838,,165.41
270,2886,,232.39
271,929,,289.28
272,730,,286.71
273,1817,,315.90
274,3849,,285.82
275,2186,,2.54
276,738,,221.42
277,3970,,149.76
278,917,,128.08
279,93,,285.58
280,2187,,24.84
281,2994,,89.35
282,789,,156.03
283,3802,,51.49
284,2461,,17.98
285,3222,,258.80
286,3648,,214.72
287,585,,300.70
288,3295,,272.44
289,1814,,204.07
290,4089,,223.09
291,104,,173.36
292,1475,,99.12
293,3164,,286.42
294,3238,,49.02
295,1379,,302.33
296,286,,303.75
297,4541,,233.78
298,1656,,220.75
299,1698,,21.40
300,875,,211.61
301,1241,,0.55
302,2015,,310.72
303,1608,,51.39
304,2556,,305.77
305,1570,,58.41
306,3715,,183.35
307,2553,,167.89
308,120,,187.47
309,3422,,43.02
310,3090,,287.33
311,3866,,196.46
312,3891,,81.60
313,1517,,88.07
314,3509,,285.83
315,4629,,65.06
316,1664,,183.31
317,2602,,166.97
318,2313,,69.39
319,1667,,50.39
320,3879,,170.48
321,2233,,135.40
322,2837,,151.26
323,768,,224.93
324,2247,,59.53
325,4820,,54.78
326,689,,247.05
327,1261,,241.18
328,4786,,141.53
329,3933,,213.00
330,2425,,247.31
331,2200,,98.37
332,1419,,193.17
333,11,,95.01
334,4308,,91.24
335,275,,79.04
336,3168,,287.17
337,326,,306.87
338,3640,,128.78
339,4944,,173.02
340,3479,,119.74
341,2265,,152.39
342,1873,,117.48
343,2495,,125.35
344,4626,,162.69
345,2473,,108.89
346,3438,,79.92
347,4653,,98.05
348,579,,247.23
349,1841,,262.75
350,4737,,185.10
351,1085,,133.10
352,4998,,197.72
353,2803,,19.05
354,4050,,258.02
355,4291,,44.87
356,2088,,88.37
357,551,,304.16
358,3474,,13.06
359,3477,,223.28
360,843,,153.84
361,3011,,140.68
362,3040,,287.71
363,1855,,60.65
364,3262,,220.33
365,574,,282.32
366,3118,,146.36
367,3634,,54.08
368,3518,,326.53
369,2109,,217.69
370,337,,288.76
371,3789,,36.39
372,2664,,107.44
373,3881,,247.37
374,4219,,96.21
375,3215,,243.03
376,4242,,248.52
377,3903,,186.28
378,4024,,60.78
379,585,,289.28
380,4780,,306.64
381,629,,169.73
382,1050,,207.53
383,1175,,143.63
384,3898,,137.42
385,2389,,30.30
386,3021,,29.04
387,2008,,138.06
388,4254,,208.27
389,387,,102.65
390,1170,,44.88
391,4506,,168.53
392,3215,,172.60
393,2735,,250.97
394,1916,,19.64
395,663,,41.92
396,4236,,159.57
397,2345,,303.83
398,3116,,178.08
399,4653,,139.61
400,4919,,222.49
401,4551,,1.98
402,4381,,123.37
403,2864,,93.93
404,1265,,106.64
405,1648,,5.34
406,631,,158.47
407,2288,,218.56
408,4641,,22.52
409,1918,,98.73
410,884,,44.32
411,4555,,111.93
412,2660,,325.29
413,341,,74.71
414,4396,,222.67
415,536,,158.07
416,3188,,131.28
417,4622,,88.42
418,1680,,209.54
419,2904,,16.09
420,2673,,308.75
421,514,,64.56
422,2976,,169.96
423,4861,,150.46
424,2023,,60.45
425,2135,,194.36
426,1870,,52.61
427,1807,,165.62
428,4453,,71.93
429,4196,,136.43
430,1991,,1.03
431,2563,,324.68
432,1273,,132.07
433,1124,,270.23
434,1285,,24.53
435,827,,15.97
436,4083,,267.98
437,629,,322.22
438,2397,,24.19
439,4475,,202.24
440,3625,,181.89
441,2934,,24.08
442,1265,,122.95
443,265,,12.01
444,516,,133.83
445,1810,,72.34
446,2006,,101.49
447,4033,,78.40
448,836,,24.01
449,1742,,184.37
450,4122,,182.77
451,3075,,163.38
452,248,,146.21
453,4875,,56.70
454,37,,0.70
455,3550,,68.52
456,1676,,38.44
457,2781,,20.68
458,2349,,289.59
459,585,,217.26
460,2464,,213.02
461,1152,,320.19
462,3214,,197.86
463,93,,96.57
464,4077,,243.05
465,69,,66.19
466,1496,,5.27
467,4516,,117.93
468,2127,,281.30
469,4808,,35.68
470,4358,,181.29
471,264,,170.32
472,3280,,143.83
473,4743,,211.83
474,2888,,10.18
475,1835,,265.99
476,1922,,253.51
477,4786,,5.80
478,4128,,323.66
479,2258,,128.61
480,1866,,187.12
481,1829,,221.50
482,1612,,104.58
483,4032,,239.42
484,3861,,167.67
485,799,,22.09
486,352,,85.88
487,3076,,144.11
488,3012,,199.02
489,4847,,19.84
490,1041,,95.36
491,2707,,140.52
492,3567,,218.32
493,2691,,160.70
494,1042,,321.51
495,3467,,247.58
496,187,,286.92
497,465,,312.09
498,2094,,195.82
499,4580,,218.04
500,3147,,40.09
501,394,,194.09
502,2138,,256.37
503,4710,,261.73
504,4359,,20.71
505,4369,,9.25
506,2336,,32.79
507,1034,,147.95
508,1663,,80.35
509,1247,,272.38
510,1795,,161.65
511,4835,,21.84
512,4966,,30.69
513,4963,,165.75
514,4814,,70.50
515,4401,,212.07
516,4903,,22.60
517,68,,130.18
518,2170,,94.80
519,2744,,87.83
520,1160,,0.93
521,3815,,216.65
522,1731,,85.14
523,2693,,187.41
524,2033,,236.52
525,3287,,173.02
526,1050,,28.48
527,708,,76.13
528,1818,,16.82
529,5000,,26.66
530,2328,,10.76
531,4850,,115.21
532,1640,,260.50
533,2513,,88.00
534,2144,,289.10
535,830,,86.37
536,2438,,256.03
537,749,,118.72
538,1130,,111.40
539,1742,,232.48
540,195,,187.97
541,4856,,194.18
542,4590,,311.35
543,2651,,280.19
544,3648,,306.28
545,2601,,54.73
546,1558,,124.85
547,2683,,38.95
548,3205,,210.37
549,1692,,130.59
550,58,,137.06
551,4818,,91.52
552,4376,,244.36
553,1004,,52.25
554,906,,167.59
555,3784,,272.03
556,573,,283.13
557,795,,124.67
558,4062,,70.94
559,2801,,17.28
560,1548,,199.65
561,1130,,266.41
562,4150,,124.18
563,4039,,253.44
564,3310,,242.09
565,1287,,253.77
566,3800,,131.37
567,672,,90.37
568,685,,40.57
569,4817,,30.84
570,189,,142.70
571,2719,,109.96
572,3558,,42.91
573,965,,320.95
574,113,,279.60
575,2323,,277.72
576,1247,,166.82
577,4270,,6.82
578,2382,,269.88
579,33,,4.19
580,2577,,123.28
581,830,,17.54
582,4369,,116.35
583,594,,182.05
584,1276,,130.87
585,2503,,31.59
586,1687,,209.24
587,796,,307.31
588,4717,,249.66
589,295,,27.81
590,4991,,12.07
591,4762,,13.41
592,4008,,3.72
593,4383,,202.51
594,607,,185.03
595,2971,,92.56
596,2837,,125.26
597,2451,,143.49
598,3387,,66.29
599,4779,,209.01
600,396,,225.12
601,3351,,281.85
602,3137,,290.76
603,372,,175.19
604,2928,,120.93
605,1614,,286.52
606,4518,,172.88
607,2266,,29.07
608,1997,,265.99
609,2034,,43.70
610,3918,,288.21
611,4713,,213.33
612,1337,,162.85
613,2634,,180.08
614,3469,,208.25
615,2631,,43.82
616,300,,35.11
617,3542,,235.22
618,4897,,184.73
619,3961,,27.59
620,2359,,53.79
621,1324,,289.39
622,1228,,14.69
623,2870,,319.80
624,4726,,98.05
625,1664,,220.16
626,219,,278.02
627,118,,224.49
628,3877,,244.97
629,2269,,100.11
630,1896,,161.95
631,2192,,203.49
632,2691,,52.80
633,1734,,168.96
634,4695,,13.11
635,3222,,157.37
636,3993,,109.31
637,3300,,287.93
638,2506,,210.32
639,3857,,30.15
640,4953,,305.15
641,3797,,258.74
642,501,,238.97
643,2636,,106.27
644,3478,,269.80
645,1176,,259.72
646,4281,,45.65
647,1986,,170.19
648,784,,34.77
649,1355,,160.03
650,225,,17.52
651,86,,139.97
652,1444,,135.45
653,2336,,241.18
654,4254,,26.54
655,4670,,34.60
656,1821,,199.38
657,4644,,120.89
658,907,,109.01
659,3831,,247.86
660,4061,,147.70
661,3158,,46.76
662,2175,,271.39
663,3215,,316.29
664,1818,,108.17
665,119,,44.09
666,2822,,26.79
667,2437,,103.14
668,4185,,217.58
669,1973,,102.39
670,4567,,68.32
671,272,,275.14
672,2298,,16.38
673,535,,161.62
674,1403,,130.08
675,2362,,95.74
676,273,,251.74
677,2217,,133.51
678,4507,,29.43
679,3211,,225.08
680,4120,,238.24
681,4549,,29.93
682,2830,,235.19
683,4700,,30.62
684,3357,,200.58
685,1245,,160.33
686,1332,,162.54
687,666,,102.51
688,1007,,109.66
689,835,,160.09
690,2222,,210.88
691,4575,,301.67
692,2767,,125.08
693,4220,,37.29
694,1786,,255.50
695,4952,,24.05
696,1849,,87.08
697,2264,,66.75
698,1575,,78.19
699,1832,,112.50
700,1607,,258.05
701,2507,,133.90
702,4204,,254.88
703,2647,,320.03
704,3274,,209.13
705,1297,,52.65
706,4761,,309.53
707,1794,,320.15
708,4200,,174.42
709,3739,,305.29
710,3171,,81.34
711,2657,,89.61
712,4828,,192.88
713,1500,,204.13
714,1736,,67.03
715,2139,,122.11
716,3992,,322.93
717,418,,77.37
718,2743,,168.11
719,3162,,156.60
720,3354,,162.46
721,3053,,182.69
722,1421,,237.33
723,998,,14.33
724,2810,,162.96
725,4017,,188.44
726,678,,242.88
727,2466,,76.93
728,4983,,180.64
729,1699,,277.34
730,481,,327.08
731,1800,,84.41
732,1645,,46.80
733,1997,,175.81
734,1242,,216.80
735,4453,,11.29
736,3015,,222.03
737,434,,113.03
738,3647,,227.97
739,1485,,61.48
740,3948,,107.35
741,2648,,12.89
742,4546,,44.99
743,1869,,263.05
744,19,,269.02
745,1960,,267.34
746,904,,138.71
747,2154,,308.26
748,454,,251.71
749,3911,,66.97
750,4550,,37.60
751,2957,,119.86
752,296,,203.00
753,4954,,241.60
754,159,,282.12
755,3323,,150.62
756,4285,,277.64
757,3332,,33.00
758,2981,,310.61
759,2086,,258.77
760,1014,,146.13
761,3863,,323.39
762,2933,,89.78
763,3685,,98.38
764,3658,,112.95
765,1459,,120.12
766,1289,,31.99
767,1587,,195.18
768,4251,,270.60
769,3137,,131.09
770,3299,,131.00
771,2403,,93.02
772,4949,,177.75
773,2535,,231.19
774,4223,,67.42
775,1959,,278.38
776,4399,,75.44
777,3218,,66.76
778,1462,,232.48
779,4378,,8.12
780,1055,,231.13
781,4700,,84.38
782,4137,,178.40
783,4884,,41.63
784,319,,79.97
785,3267,,106.46
786,2260,,14.65
787,2191,,108.91
788,2962,,306.86
789,4101,,276.87
790,214,,275.31
791,1403,,115.72
792,2325,,35.63
793,660,,188.17
794,2258,,206.20
795,3174,,160.11
796,2677,,133.55
797,1366,,30.76
798,199,,155.09
799,3977,,169.52
800,4532,,209.80
801,4905,,230.90
802,1128,,149.41
803,2091,,131.17
804,1611,,316.10
805,1448,,140.91
806,3042,,17.03
807,4766,,86.23
808,799,,171.12
809,632,,113.04
810,3937,,15.78
811,3323,,205.29
812,3619,,35.52
813,754,,311.27
814,1905,,118.43
815,4502,,115.73
816,577,,319.06
817,2254,,264.88
818,949,,195.49
819,3122,,92.02
820,1887,,114.54
821,484,,54.68
822,3610,,225.55
823,2042,,2.92
824,3891,,259.62
825,906,,254.32
826,1721,,154.36
827,836,,265.02
828,1016,,307.86
829,1644,,207.16
830,686,,170.36
831,1118,,41.12
832,2307,,252.99
833,2071,,280.55
834,3939,,35.13
835,3510,,209.77
836,2318,,319.74
837,2427,,141.34
838,3700,,202.53
839,1163,,118.51
840,1874,,162.69
841,2636,,5.45
842,1025,,87.88
843,3381,,234.73
844,4410,,289.10
845,1191,,181.80
846,4574,,153.62
847,869,,34.25
848,3044,,165.94
849,2557,,293.10
850,1617,,223.27
851,3747,,292.49
852,2014,,86.84
853,561,,47.31
854,720,,34.85
855,3587,,101.39
856,1586,,276.27
857,417,,320.81
858,1217,,16.39
859,2655,,70.65
860,4425,,46.70
861,1143,,201.25
862,2942,,102.34
863,2163,,70.39
864,3081,,316.58
865,1276,,219.79
866,710,,144.24
867,2268,,24.74
868,4430,,180.61
869,1361,,211.92
870,3605,,62.24
871,2750,,305.40
872,641,,15.19
873,3501,,70.32
874,359,,13.84
875,3823,,76.52
876,1436,,172.29
877,125,,21.02
878,4110,,37.17
879,2070,,298.23
880,4521,,207.73
881,4583,,166.71
882,4593,,100.80
883,4347,,237.30
884,2109,,149.13
885,4637,,188.12
886,2649,,17.05
887,4654,,90.43
888,3336,,229.80
889,3618,,258.28
890,578,,150.96
891,3959,,207.30
892,937,,266.14
893,934,,128.14
894,1246,,88.24
895,3600,,15.95
896,484,,19.99
897,1,,60.07
898,353,,126.26
899,3316,,244.80
900,4283,,85.17
901,2433,,239.92
902,4252,,130.18
903,2390,,75.28
904,3245,,52.06
905,35,,50.28
906,3970,,290.51
907,1570,,28.18
908,2217,,43.08
909,51,,61.80
910,1036,,290.28
911,228,,251.60
912,2704,,247.62
913,2348,,101.37
914,1836,,275.74
915,618,,266.89
916,1078,,262.02
917,4703,,159.03
918,3516,,111.64
919,122,,298.96
920,199,,135.89
921,3004,,177.42
922,1269,,50.83
923,2723,,152.73
924,4257,,279.13
925,3241,,179.18
926,2358,,218.59
927,413,,286.11
928,3509,,164.83
929,493,,52.88
930,3411,,75.56
931,2023,,58.41
932,4421,,255.19
933,443,,188.84
934,2921,,238.31
935,4212,,161.59
936,652,,140.49
937,2655,,255.72
938,522,,221.26
939,3421,,217.69
940,2176,,294.74
941,1226,,285.57
942,4421,,76.76
943,2653,,215.60
944,2881,,269.71
945,2405,,206.97
946,2475,,311.72
947,2063,,206.36
948,639,,75.55
949,1671,,27.65
950,3226,,193.31
951,1136,,49.04
952,821,,191.13
953,1375,,83.15
954,4689,,290.85
955,1804,,180.00
956,4831,,71.05
957,3048,,276.08
958,4895,,32.15
959,545,,122.97
960,972,,263.57
961,1376,,184.65
962,2596,,26.25
963,869,,273.11
964,1899,,114.82
965,183,,248.63
966,4909,,322.18
967,1376,,131.53
968,1423,,169.29
969,1543,,76.57
970,1384,,32.18
971,1057,,98.35
972,4019,,195.27
973,56,,244.82
974,4124,,143.11
975,1226,,169.05
976,2932,,147.72
977,2145,,196.25
978,1109,,235.42
979,1371,,57.07
980,2649,,276.23
981,909,,283.71
982,770,,108.25
983,2336,,313.56
984,4211,,322.41
985,2371,,247.71
986,2175,,279.57
987,4473,,92.23
988,4852,,17.51
989,1492,,116.35
990,2721,,13.11
991,1509,,82.74
992,4817,,36.91
993,4346,,35.58
994,557,,138.69
995,4981,,225.27
996,4983,,115.64
997,3133,,39.18
998,4599,,279.76
999,2234,,211.08
1000,4479,,235.46
1001,1029,,134.96
1002,92,,75.63
1003,502,,273.73
1004,1657,,40.10
1005,175,,232.73
1006,782,,197.01
1007,3555,,75.95
1008,561,,254.89
1009,4799,,322.44
1010,667,,163.43
1011,3878,,279.00
1012,1780,,247.85
1013,10,,155.15
1014,4852,,284.08
1015,1857,,66.39
1016,4201,,291.71
1017,2168,,145.84
1018,1694,,143.57
1019,2811,,123.85
1020,4952,,147.16
1021,3627,,74.59
1022,482,,244.08
1023,3776,,33.31
1024,1812,,32.74
1025,867,,54.03
1026,2109,,7.82
1027,3833,,37.49
1028,912,,61.86
1029,4694,,212.36
1030,1088,,262.77
1031,241,,265.57
1032,1866,,280.19
1033,2440,,282.79
1034,4045,,138.54
1035,3732,,167.55
1036,745,,132.62
1037,1365,,263.74
1038,821,,227.19
1039,3511,,222.32
1040,2136,,21.20
1041,1137,,264.18
1042,1780,,170.22
1043,1496,,20.22
1044,608,,233.21
1045,3252,,97.58
1046,3801,,287.12
1047,4100,,82.51
1048,2751,,219.38
1049,2783,,6.57
1050,615,,313.17
1051,2618,,198.61
1052,275,,55.13
1053,39,,132.78
1054,4149,,274.04
1055,4619,,5.25
1056,4621,,183.40
1057,3780,,113.80
1058,933,,169.49
1059,2846,,158.91
1060,901,,289.02
1061,256,,26.28
1062,3095,,216.98
1063,3510,,323.01
1064,457,,284.44
1065,712,,125.02
1066,3883,,293.41
1067,2066,,185.43
1068,381,,324.54
1069,636,,269.22
1070,4216,,325.92
1071,1231,,55.61
1072,1081,,209.03
1073,2767,,90.40
1074,16,,269.99
1075,4320,,47.88
1076,1221,,5.23
1077,1069,,137.66
1078,656,,114.94
1079,2497,,298.34
1080,2181,,283.79
1081,2071,,139.72
1082,1777,,193.53
1083,1270,,239.12
1084,2173,,195.54
1085,1927,,189.85
1086,2703,,269.76
1087,4806,,32.53
1088,195,,301.72
1089,3460,,10.12
1090,3412,,302.79
1091,4023,,222.87
1092,144,,193.96
1093,3597,,135.06
1094,1820,,50.62
1095,2488,,87.13
1096,2484,,109.70
1097,3853,,171.15
1098,1343,,83.65
1099,1705,,244.87
1100,4171,,184.23
1101,2220,,265.87
1102,1728,,60.93
1103,347,,178.13
1104,1180,,318.88
1105,1599,,287.53
1106,4808,,116.23
1107,1791,,154.03
1108,4683,,204.91
1109,1116,,228.09
1110,2546,,223.57
1111,3439,,221.25
1112,1867,,243.37
1113,3192,,157.55
1114,1884,,7.81
1115,1022,,43.88
1116,974,,120.17
1117,2716,,107.10
1118,3682,,237.48
1119,3065,,29.55
1120,1384,,285.81
1121,3355,,319.80
1122,867,,90.11
1123,2010,,234.63
1124,2807,,77.96
1125,1252,,172.16
1126,2016,,166.72
1127,584,,125.14
1128,539,,30.38
1129,2408,,73.82
1130,864,,39.02
1131,1497,,307.61
1132,1933,,184.47
1133,3731,,232.73
1134,2669,,150.14
1135,754,,89.55
1136,3808,,264.21
1137,2618,,157.49
1138,1059,,21.10
1139,1532,,174.99
1140,3266,,83.94
1141,3273,,283.90
1142,4614,,253.19
1143,655,,4.01
1144,4849,,60.48
1145,1842,,226.71
1146,2577,,82.97
1147,2315,,211.55
1148,1518,,58.09
1149,284,,118.18
1150,2638,,105.27
1151,459,,201.18
1152,1395,,201.32
1153,521,,189.79
1154,713,,282.58
1155,1336,,326.13
1156,4803,,246.07
1157,909,,143.39
1158,4754,,234.78
1159,238,,311.65
1160,4270,,160.79
1161,3296,,21.89
1162,3518,,119.59
1163,2401,,134.39
1164,225,,146.48
1165,546,,193.54
1166,1597,,250.26
1167,3614,,235.39
1168,1239,,126.05
1169,4417,,193.81
1170,2538,,54.75
1171,2744,,73.72
1172,3754,,208.46
1173,3572,,264.86
1174,557,,93.46
1175,2529,,89.27
1176,1223,,192.21
1177,2861,,93.75
1178,2127,,203.00
1179,4397,,183.39
1180,1549,,268.79
1181,1433,,227.75
1182,1442,,104.66
1183,3245,,113.68
1184,491,,7.78
1185,4014,,12.58
1186,3606,,132.52
1187,1945,,154.47
1188,3253,,77.95
1189,1945,,153.25
1190,3587,,227.79
1191,2386,,210.37
1192,4757,,181.41
1193,3205,,139.06
1194,3082,,97.37
1195,3026,,321.83
1196,1816,,276.80
1197,3658,,270.72
1198,2163,,321.46
1199,3580,,94.84
1200,2799,,206.96
1201,355,,169.44
1202,716,,99.27
1203,43,,321.42
1204,3603,,219.28
1205,2502,,229.36
1206,2622,,265.18
1207,2548,,63.02
1208,1445,,116.02
1209,857,,186.79
1210,4279,,55.23
1211,235,,0.34
1212,3858,,177.84
1213,2954,,284.69
1214,4982,,188.53
1215,4479,,78.63
1216,2602,,287.20
1217,4803,,188.72
1218,4067,,88.16
1219,356,,285.98
1220,1483,,67.30
1221,1494,,150.45
1222,1155,,167.73
1223,1995,,130.33
1224,4599,,67.52
1225,2431,,229.41
1226,4964,,284.92
1227,1860,,82.02
1228,3450,,257.61
1229,2354,,103.23
1230,1028,,45.25
1231,1575,,220.16
1232,410,,121.26
1233,4632,,193.11
1234,930,,249.62
1235,2925,,4.72
1236,2548,,215.85
1237,6,,80.04
1238,537,,27.48
1239,4394,,311.09
1240,4099,,314.09
1241,743,,181.94
1242,1640,,90.47
1243,1606,,180.07
1244,1911,,220.06
1245,23,,45.71
1246,1699,,94.71
1247,2944,,233.57
1248,942,,13.89
1249,3087,,207.41
1250,3783,,218.87
1251,1274,,293.70
1252,2870,,246.98
1253,4542,,319.24
1254,880,,189.25
1255,1994,,206.49
1256,62,,152.80
1257,3806,,168.69
1258,1739,,288.23
1259,2806,,255.20
1260,848,,293.31
1261,3770,,220.90
1262,642,,198.84
1263,4781,,6.45
1264,4654,,169.35
1265,2289,,117.53
1266,1219,,221.87
1267,2997,,166.12
1268,1535,,164.48
1269,483,,282.75
1270,3655,,62.84
1271,776,,62.20
1272,4824,,316.25
1273,1574,,154.61
1274,4523,,221.34
1275,702,,87.70
1276,1451,,210.15
1277,2808,,326.79
1278,816,,169.75
1279,4225,,54.95
1280,1857,,327.35
1281,441,,125.60
1282,4379,,55.83
1283,1514,,236.50
1284,926,,29.80
1285,4368,,264.71
1286,4204,,52.65
1287,2111,,240.43
1288,2233,,314.68
1289,1002,,72.72
1290,919,,158.18
1291,3577,,201.36
1292,4240,,295.86
1293,34,,246.76
1294,4237,,202.06
1295,3879,,153.87
1296,3173,,195.38
1297,3668,,35.49
1298,1791,,176.97
1299,2284,,40.15
1300,2714,,75.84
1301,4488,,77.91
1302,1039,,33.13
1303,673,,186.85
1304,2390,,188.21
1305,1638,,101.73
1306,2103,,140.88
1307,2362,,220.43
1308,1661,,316.66
1309,397,,44.99
1310,2342,,217.48
1311,1866,,155.87
1312,2049,,104.05
1313,980,,71.91
1314,1878,,62.06
1315,2238,,162.99
1316,1443,,6.12
1317,4868,,155.18
1318,1119,,286.24
1319,569,,187.33
1320,4791,,133.61
1321,764,,129.02
1322,4417,,222.09
1323,69,,253.27
1324,2299,,44.15
1325,499,,39.35
1326,4132,,242.71
1327,812,,205.43
1328,3429,,74.21
1329,4419,,111.45
1330,2255,,224.67
1331,4922,,161.83
1332,2751,,118.82
1333,4794,,215.86
1334,3610,,4.18
1335,1555,,34.42
1336,924,,317.73
1337,599,,55.54
1338,3493,,137.21
1339,772,,73.07
1340,703,,238.27
1341,1335,,309.84
1342,4836,,127.09
1343,674,,292.74
1344,3584,,189.99
1345,2421,,219.39
1346,1705,,294.45
1347,3324,,84.30
1348,1421,,278.27
1349,2163,,39.52
1350,2400,,192.97
1351,4089,,128.73
1352,1778,,176.57
1353,675,,241.82
1354,3544,,73.51
1355,825,,50.86
1356,2673,,139.68
1357,2900,,320.83
1358,2359,,266.33
1359,1022,,158.19
1360,4319,,11.83
1361,3797,,226.61
1362,1619,,68.56
1363,4926,,45.66
1364,3980,,28.75
1365,1402,,71.28
1366,1999,,181.75
1367,2159,,118.17
1368,2145,,167.53
1369,1194,,147.22
1370,508,,128.63
1371,2761,,122.37
1372,1247,,204.98
1373,852,,181.76
1374,2643,,264.46
1375,2258,,84.24
1376,3348,,187.53
1377,21,,193.74
1378,4755,,139.67
1379,693,,37.66
1380,4604,,196.45
1381,1827,,238.48
1382,143,,207.84
1383,1191,,8.40
1384,360,,94.54
1385,319,,95.72
1386,4549,,274.13
1387,3734,,243.20
1388,1985,,104.18
