product_id,product_name,category,price,stock_quantity
354,Product354,Category8,153.94,32207
355,Product355,Category5,93.52,24347
356,Product356,Category1,211.06,1516
357,Product357,Category9,134.67,24828
358,Product358,Category5,310.12,7788
359,Product359,Category8,47.06,12432
360,Product360,Category2,189.64,24874
361,Product361,Category9,130.23,17115
362,Product362,Category8,101.34,12408
363,Product363,Category5,198.94,20351
364,Product364,Category9,113.10,9951
365,Product365,Category8,187.52,15575
366,Product366,Category3,230.61,18067
367,Product367,Category3,195.66,12755
368,Product368,Category3,180.29,9400
369,Product369,Category2,47.08,27030
370,Product370,Category4,154.22,3159
371,Product371,Category6,235.05,9425
372,Product372,Category3,49.20,21791
373,Product373,Category6,66.72,21725
374,Product374,Category3,138.63,27099
375,Product375,Category4,122.88,23707
376,Product376,Category0,54.29,15031
377,Product377,Category6,257.63,780
378,Product378,Category4,327.39,5938
379,Product379,Category6,254.65,29615
380,Product380,Category4,89.02,11234
381,Product381,Category0,262.66,26782
382,Product382,Category0,94.73,8171
383,Product383,Category4,262.62,23143
384,Product384,Category9,85.82,3645
385,Product385,Category7,276.60,20907
386,Product386,Category1,307.31,22161
387,Product387,Category8,243.32,13945
388,Product388,Category8,127.50,545
389,Product389,Category4,287.18,14696
390,Product390,Category3,302.17,14378
391,Product391,Category3,305.75,12918
392,Product392,Category9,189.96,32290
393,Product393,Category4,258.06,4515
394,Product394,Category9,66.54,16313
395,Product395,Category9,78.51,15693
396,Product396,Category9,171.61,23186
397,Product397,Category0,270.98,31306
398,Product398,Category1,82.95,10686
399,Product399,Category8,142.18,14791
400,Product400,Category7,209.52,19709
401,Product401,Category2,299.12,26851
402,Product402,Category0,150.41,10163
403,Product403,Category9,143.86,7691
404,Product404,Category1,299.32,21420
405,Product405,Category4,267.33,16404
406,Product406,Category8,130.58,911
407,Product407,Category2,147.58,794
408,Product408,Category6,201.69,4387
409,Product409,Category5,71.29,22298
410,Product410,Category3,325.41,13125
411,Product411,Category9,305.31,9297
412,Product412,Category8,291.04,6053
413,Product413,Category1,211.11,29012
414,Product414,Category1,175.37,23620
415,Product415,Category2,159.38,20204
416,Product416,Category5,69.41,9390
417,Product417,Category2,90.24,9655
418,Product418,Category2,193.52,18167
419,Product419,Category3,197.71,16767
420,Product420,Category6,243.94,19574
421,Product421,Category8,205.50,13913
422,Product422,Category1,254.18,16964
423,Product423,Category4,91.18,31614
424,Product424,Category1,175.80,5491
425,Product425,Category0,36.43,22505
426,Product426,Category7,134.34,30478
427,Product427,Category6,166.97,31924
428,Product428,Category8,203.39,981
429,Product429,Category7,153.38,26931
430,Product430,Category0,14.13,11189
431,Product431,Category4,219.43,29901
432,Product432,Category9,320.12,5385
433,Product433,Category6,24.91,6814
434,Product434,Category5,281.04,30611
435,Product435,Category3,246.05,25295
436,Product436,Category2,121.92,11064
437,Product437,Category8,44.01,1456
438,Product438,Category7,310.01,26239
439,Product439,Category0,159.50,9370
440,Product440,Category0,24.53,26824
441,Product441,Category2,236.61,13447
442,Product442,Category9,151.79,3148
443,Product443,Category4,113.98,30318
444,Product444,Category2,146.02,31704
445,Product445,Category7,239.78,6495
446,Product446,Category0,214.21,2121
447,Product447,Category6,135.36,25187
448,Product448,Category4,131.49,22982
449,Product449,Category2,222.09,30225
450,Product450,Category3,247.13,30912
451,Product451,Category1,37.94,8176
452,Product452,Category6,247.42,27307
453,Product453,Category9,124.53,13200
454,Product454,Category2,252.55,24185
455,Product455,Category9,283.34,25447
456,Product456,Category4,141.39,9435
457,Product457,Category7,171.26,10604
458,Product458,Category6,42.97,28727
459,Product459,Category8,176.97,7541
460,Product460,Category2,182.21,6247
461,Product461,Category1,28.64,21841
462,Product462,Category8,69.59,24119
463,Product463,Category5,283.42,10917
464,Product464,Category5,137.67,27293
465,Product465,Category2,217.07,647
466,Product466,Category9,243.39,1462
467,Product467,Category1,213.30,29404
468,Product468,Category0,105.16,16773
469,Product469,Category5,205.06,24946
470,Product470,Category4,26.04,5226
471,Product471,Category4,301.35,30940
472,Product472,Category6,90.48,8036
473,Product473,Category3,66.86,3857
474,Product474,Category3,118.21,7174
475,Product475,Category7,294.43,22979
476,Product476,Category3,201.15,11834
477,Product477,Category3,132.99,3201
478,Product478,Category7,174.76,5561
479,Product479,Category3,292.32,15500
480,Product480,Category8,143.40,31558
481,Product481,Category2,272.16,9849
482,Product482,Category6,83.50,21933
483,Product483,Category9,9.16,12682
484,Product484,Category5,316.50,8831
485,Product485,Category9,115.29,19661
486,Product486,Category6,219.84,28298
487,Product487,Category8,287.68,498
488,Product488,Category7,244.82,27163
489,Product489,Category3,221.58,23021
490,Product490,Category4,22.21,1267
491,Product491,Category1,312.67,28496
492,Product492,Category9,245.66,19978
493,Product493,Category6,254.51,19046
494,Product494,Category4,130.92,4870
495,Product495,Category2,26.31,25359
496,Product496,Category4,106.98,31609
497,Product497,Category6,66.00,25694
498,Product498,Category1,226.25,7133
499,Product499,Category8,208.80,3571
500,Product500,Category4,17.99,15441
501,Product501,Category5,84.25,20250
502,Product502,Category1,102.34,20241
503,Product503,Category2,224.34,30624
504,Product504,Category2,148.03,21175
505,Product505,Category7,22.21,6777
506,Product506,Category8,44.82,7220
507,Product507,Category4,313.54,32275
508,Product508,Category6,184.45,17549
509,Product509,Category8,166.57,13944
510,Product510,Category0,184.40,13909
511,Product511,Category1,240.50,17702
512,Product512,Category2,140.35,5870
513,Product513,Category8,4.28,23214
514,Product514,Category1,137.18,1918
515,Product515,Category5,192.63,5647
516,Product516,Category7,138.21,31155
517,Product517,Category5,84.99,24016
518,Product518,Category4,242.44,5175
519,Product519,Category2,1.16,11999
520,Product520,Category7,152.65,25330
521,Product521,Category1,237.96,32044
522,Product522,Category2,137.96,20227
523,Product523,Category9,286.71,517
524,Product524,Category4,39.83,6780
525,Product525,Category8,41.89,5168
526,Product526,Category7,243.58,23519
527,Product527,Category4,287.13,26058
528,Product528,Category0,181.33,13660
529,Product529,Category2,236.68,17378
530,Product530,Category6,254.59,17352
531,Product531,Category6,231.93,13268
532,Product532,Category5,120.91,349
533,Product533,Category6,162.22,2663
534,Product534,Category3,215.72,6196
535,Product535,Category2,71.19,22694
536,Product536,Category0,109.49,24707
537,Product537,Category2,71.30,19071
538,Product538,Category8,243.31,1686
539,Product539,Category4,129.71,21277
540,Product540,Category2,315.42,5263
541,Product541,Category6,124.85,17157
542,Product542,Category9,206.63,23517
543,Product543,Category4,81.65,9202
544,Product544,Category7,321.37,31357
545,Product545,Category6,1.51,30321
546,Product546,Category4,23.54,30707
547,Product547,Category3,178.12,11581
548,Product548,Category3,218.80,13831
549,Product549,Category2,104.66,600
550,Product550,Category6,242.92,12608
551,Product551,Category3,139.94,493
552,Product552,Category4,22.96,19746
553,Product553,Category8,107.12,26345
554,Product554,Category7,292.31,10279
555,Product555,Category5,303.25,9555
556,Product556,Category8,30.00,13182
557,Product557,Category6,76.20,15983
558,Product558,Category7,289.15,2693
559,Product559,Category9,102.70,14999
560,Product560,Category2,150.16,17928
561,Product561,Category4,247.17,25812
562,Product562,Category8,189.53,18231
563,Product563,Category6,118.19,9279
564,Product564,Category5,182.86,13929
565,Product565,Category5,100.40,3866
566,Product566,Category9,206.82,12691
567,Product567,Category1,148.46,5037
568,Product568,Category8,51.04,26246
569,Product569,Category3,18.93,21218
570,Product570,Category2,206.16,5356
571,Product571,Category1,192.85,2208
572,Product572,Category0,322.07,13312
573,Product573,Category7,283.67,7656
574,Product574,Category0,41.13,14352
575,Product575,Category9,81.38,16560
576,Product576,Category1,234.70,13236
577,Product577,Category2,196.05,7554
578,Product578,Category9,17.84,20684
579,Product579,Category6,215.30,5844
580,Product580,Category8,86.01,23867
581,Product581,Category6,249.90,5670
582,Product582,Category6,148.38,26469
583,Product583,Category6,114.00,21214
584,Product584,Category3,18.36,9833
585,Product585,Category8,48.00,10979
586,Product586,Category7,64.20,10782
587,Product587,Category6,243.30,26875
588,Product588,Category5,30.64,3791
589,Product589,Category1,64.39,5349
590,Product590,Category4,208.29,12471
591,Product591,Category7,207.26,10550
592,Product592,Category6,189.64,6971
593,Product593,Category1,2.30,19188
594,Product594,Category2,278.93,12265
595,Product595,Category3,89.84,24308
596,Product596,Category7,31.86,16693
597,Product597,Category9,274.66,6387
598,Product598,Category9,303.02,7405
599,Product599,Category5,7.11,24695
600,Product600,Category7,276.26,17025
601,Product601,Category8,225.02,10083
602,Product602,Category9,308.65,16629
603,Product603,Category2,197.30,3677
604,Product604,Category0,159.84,30882
605,Product605,Category2,163.27,29408
606,Product606,Category8,42.72,15536
607,Product607,Category1,77.37,17184
608,Product608,Category8,293.18,4179
609,Product609,Category4,74.05,13217
610,Product610,Category5,276.94,31688
611,Product611,Category3,107.72,12950
612,Product612,Category4,132.22,13582
613,Product613,Category8,150.19,13562
614,Product614,Category8,95.19,6245
615,Product615,Category4,197.95,14704
616,Product616,Category6,183.08,11400
617,Product617,Category3,161.13,7387
618,Product618,Category2,224.88,11945
619,Product619,Category6,197.17,7357
620,Product620,Category5,65.46,25137
621,Product621,Category2,250.35,9040
622,Product622,Category0,260.56,8244
623,Product623,Category3,15.56,14694
624,Product624,Category8,139.48,25270
625,Product625,Category3,53.45,14849
626,Product626,Category0,106.49,18336
627,Product627,Category3,32.68,9138
628,Product628,Category7,142.51,18304
629,Product629,Category8,69.03,9138
630,Product630,Category9,67.53,7172
631,Product631,Category6,154.17,14018
632,Product632,Category0,78.76,4660
633,Product633,Category3,39.48,31682
634,Product634,Category5,243.73,17522
635,Product635,Category6,138.08,5139
636,Product636,Category3,84.88,30771
637,Product637,Category4,239.97,11694
638,Product638,Category3,211.55,7035
639,Product639,Category0,208.02,4865
640,Product640,Category9,254.60,7706
641,Product641,Category6,104.97,23693
642,Product642,Category7,302.61,8872
643,Product643,Category0,155.33,8257
644,Product644,Category9,263.11,17217
645,Product645,Category1,259.06,14996
646,Product646,Category2,60.73,26113
647,Product647,Category5,179.73,3428
648,Product648,Category5,74.65,23870
649,Product649,Category0,60.36,20625
650,Product650,Category3,75.89,20360
651,Product651,Category6,96.14,20568
652,Product652,Category3,326.89,9058
653,Product653,Category7,63.62,13681
654,Product654,Category8,218.22,27325
655,Product655,Category0,93.47,13033
656,Product656,Category2,7.48,2616
657,Product657,Category8,137.06,13757
658,Product658,Category8,79.36,6170
659,Product659,Category4,0.58,29242
660,Product660,Category1,174.44,12043
661,Product661,Category6,18.65,27415
662,Product662,Category8,214.73,12437
663,Product663,Category5,308.99,20046
664,Product664,Category5,258.20,13151
665,Product665,Category6,318.30,17343
666,Product666,Category8,227.39,6435
667,Product667,Category1,205.57,2436
668,Product668,Category9,221.03,2164
669,Product669,Category7,202.38,31250
670,Product670,Category1,87.75,17970
671,Product671,Category7,151.71,22548
672,Product672,Category1,53.92,10952
673,Product673,Category3,280.08,31751
674,Product674,Category1,101.50,12076
675,Product675,Category9,161.69,16278
676,Product676,Category0,215.69,19860
677,Product677,Category3,206.01,17075
678,Product678,Category0,181.36,12793
679,Product679,Category3,6.26,26233
680,Product680,Category5,64.94,30285
681,Product681,Category4,173.91,6597
682,Product682,Category9,60.79,26235
683,Product683,Category4,30.51,21390
684,Product684,Category8,183.29,2082
685,Product685,Category4,75.76,22280
686,Product686,Category5,122.18,25106
687,Product687,Category6,292.47,7549
688,Product688,Category2,70.06,16258
689,Product689,Category3,258.18,486
690,Product690,Category9,217.97,27415
691,Product691,Category3,316.03,2636
692,Product692,Category8,55.90,7574
693,Product693,Category4,271.94,27361
694,Product694,Category7,89.18,7267
695,Product695,Category5,113.69,7901
696,Product696,Category4,226.30,17345
697,Product697,Category5,201.84,13082
698,Product698,Category7,70.71,30920
699,Product699,Category9,185.27,7790
700,Product700,Category5,287.19,16165
701,Product701,Category7,317.27,17356
702,Product702,Category7,117.29,28308
703,Product703,Category1,164.95,31257
704,Product704,Category8,44.93,17439
705,Product705,Category3,26.47,13775
706,Product706,Category5,99.09,19220
707,Product707,Category8,48.79,12372
708,Product708,Category7,173.07,22983
709,Product709,Category4,66.61,10520
710,Product710,Category9,56.51,7692
711,Product711,Category5,70.56,7281
712,Product712,Category7,316.60,30067
713,Product713,Category7,65.36,3126
714,Product714,Category8,86.21,3393
715,Product715,Category2,208.97,13853
716,Product716,Category6,104.49,1587
717,Product717,Category4,321.40,21461
718,Product718,Category4,186.26,6130
719,Product719,Category7,309.24,16610
720,Product720,Category8,121.19,28757
721,Product721,Category7,267.12,8764
722,Product722,Category6,60.30,19033
723,Product723,Category0,163.73,27559
724,Product724,Category9,215.76,30944
725,Product725,Category9,167.21,24273
726,Product726,Category0,191.42,24876
727,Product727,Category2,207.04,24621
728,Product728,Category6,63.75,8475
729,Product729,Category8,154.79,15762
730,Product730,Category8,253.75,23840
731,Product731,Category1,203.94,17042
732,Product732,Category5,15.90,29189
733,Product733,Category9,209.66,13979
734,Product734,Category8,104.38,1635
735,Product735,Category0,190.21,8400
736,Product736,Category4,267.39,14300
737,Product737,Category1,95.56,28069
738,Product738,Category4,79.11,24607
739,Product739,Category5,61.74,21053
740,Product740,Category8,313.80,11673
741,Product741,Category8,239.59,2435
742,Product742,Category5,264.09,3068
743,Product743,Category3,105.77,18186
744,Product744,Category5,4.65,6257
745,Product745,Category7,276.78,31653
746,Product746,Category6,54.22,7580
747,Product747,Category7,180.33,18374
748,Product748,Category7,228.08,21331
749,Product749,Category7,175.25,14231
750,Product750,Category9,292.05,24094
751,Product751,Category6,163.62,9434
752,Product752,Category1,278.00,19054
753,Product753,Category0,9.64,23169
754,Product754,Category2,122.82,32670
755,Product755,Category1,34.58,22028
756,Product756,Category6,95.29,26282
757,Product757,Category1,21.26,17063
758,Product758,Category7,34.43,16562
759,Product759,Category2,240.25,2559
760,Product760,Category3,174.40,26925
761,Product761,Category8,309.64,5864
762,Product762,Category9,268.98,32748
763,Product763,Category0,56.15,9648
764,Product764,Category5,118.22,14037
765,Product765,Category2,155.38,15936
766,Product766,Category6,176.40,16221
767,Product767,Category8,165.40,13304
768,Product768,Category2,101.12,5058
769,Product769,Category0,251.19,18248
770,Product770,Category6,148.46,6158
771,Product771,Category0,281.84,17679
772,Product772,Category1,324.94,20172
773,Product773,Category0,304.47,16308
774,Product774,Category5,235.15,7559
775,Product775,Category3,8.83,15877
776,Product776,Category3,106.37,23814
777,Product777,Category5,203.38,31698
778,Product778,Category8,30.75,12618
779,Product779,Category0,312.59,6216
780,Product780,Category6,200.16,25924
781,Product781,Category8,158.92,19983
782,Product782,Category6,157.33,18006
783,Product783,Category6,39.31,4387
784,Product784,Category3,166.09,15248
785,Product785,Category0,150.69,11891
786,Product786,Category3,102.82,5287
787,Product787,Category4,255.60,18747
788,Product788,Category9,282.66,19636
789,Product789,Category2,314.73,21026
790,Product790,Category7,278.03,15539
791,Product791,Category2,28.36,21523
792,Product792,Category4,142.89,31158
793,Product793,Category9,307.35,13019
794,Product794,Category6,100.41,23276
795,Product795,Category8,27.98,14215
796,Product796,Category8,158.29,25429
797,Product797,Category2,266.44,1659
798,Product798,Category3,296.85,2883
799,Product799,Category9,192.30,23379
800,Product800,Category5,72.84,9616
801,Product801,Category2,93.35,9850
802,Product802,Category4,250.16,23713
803,Product803,Category3,298.83,26763
804,Product804,Category6,57.35,797
805,Product805,Category5,4.61,26474
806,Product806,Category1,219.93,13421
807,Product807,Category7,168.22,6433
808,Product808,Category9,124.50,244
809,Product809,Category0,59.56,24700
810,Product810,Category7,245.56,8715
811,Product811,Category8,154.55,30565
812,Product812,Category1,158.31,29123
813,Product813,Category1,302.49,8957
814,Product814,Category8,319.04,8794
815,Product815,Category1,283.81,3454
816,Product816,Category5,230.25,29049
817,Product817,Category2,208.37,25043
818,Product818,Category3,189.10,21299
819,Product819,Category9,6.96,1268
820,Product820,Category7,219.15,20670
821,Product821,Category5,53.70,2307
822,Product822,Category7,275.89,5871
